workerid,condition,age,news,intro,state,gender,prefer,citizen,english,education,residence,political_aff,age_bin,Submission id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,U.s. political affiliation,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,batch
2340,event-cloze,66,Daily,NA,NC,Male,Kamala Harris,Yes,Yes,Professional degree,Yes,Democrat,≥65,6723cab7871fd2847a69741c,APPROVED,Not Applicable,2024-10-31T18:21:50Z,2024-10-31T18:24:37Z,2024-11-01T02:31:21Z,2024-10-31T18:24:39Z,168,COHS0MZY,1743,English,Democrat,66,Male,White,United States,United States,United States,English,No,Full-Time,pre
2707,spr-event,55,Daily,NA,FL,Female,Donald Trump,Yes,Yes,High school graduate,Yes,Republican,55-64,6723d2b8322f4913d3d4dd3e,APPROVED,Not Applicable,2024-10-31T18:56:41Z,2024-10-31T19:01:41Z,2024-11-01T02:18:17Z,2024-10-31T19:02:43Z,300,COHS0MZY,68,English,Republican,55,Female,White,United States,United States,United States,English,No,Other,pre
2639,maze-event,63,Daily,NA,CA,Female,Donald Trump,Yes,Yes,2-year college degree,Yes,Republican,55-64,6723d07e950ec72a21b9cd00,APPROVED,Not Applicable,2024-10-31T18:46:32Z,2024-10-31T18:50:21Z,2024-11-01T02:18:04Z,2024-10-31T18:51:52Z,230,COHS0MZY,2986,English,Republican,63,Female,White,United States,United States,United States,English,No,Full-Time,pre
1514,spr-event,36,NA,NA,CA,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,35-44,6723b75da4fc28443ab48db4,APPROVED,Not Applicable,2024-10-31T17:07:43Z,2024-10-31T17:11:12Z,2024-11-01T02:27:53Z,2024-10-31T17:15:30Z,210,COHS0MZY,7138,"English, Spanish",Republican,36,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),pre
2013,event-spr,33,NA,NA,OH,Female,Donald Trump,Yes,Yes,Some college,Yes,Republican,25-34,6723c5f148fcf680cef9e436,APPROVED,Not Applicable,2024-10-31T18:01:30Z,2024-10-31T18:04:55Z,2024-11-01T02:27:08Z,2024-10-31T18:07:30Z,205,COHS0MZY,147,English,Independent,33,Female,White,United States,United States,United States,English,No,Full-Time,pre
2866,maze-event,59,Daily,NA,FL,Female,Kamala Harris,Yes,Yes,2-year college degree,Yes,Democrat,55-64,6723df352ef012decd172b82,APPROVED,Not Applicable,2024-10-31T19:49:17Z,2024-10-31T19:52:38Z,2024-11-01T02:30:58Z,2024-10-31T19:55:30Z,202,COHS0MZY,240,English,Independent,59,Female,Black,United States,United States,United States,English,No,Full-Time,pre
2460,event-cloze,48,Daily,NA,IA,Male,Kamala Harris,Yes,Yes,2-year college degree,Yes,Republican,45-54,6723ccb6830432e50bb9fa0f,APPROVED,Not Applicable,2024-10-31T18:30:19Z,2024-10-31T18:32:04Z,2024-11-01T02:29:37Z,2024-10-31T18:32:42Z,105,COHS0MZY,713,English,Republican,48,Male,White,United States,United States,United States,English,No,Full-Time,pre
1771,event-cloze,54,NA,NA,NY,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,45-54,6723c216a4d08becf403c044,APPROVED,Not Applicable,2024-10-31T17:45:00Z,2024-10-31T17:46:20Z,2024-11-01T02:24:21Z,2024-10-31T17:48:11Z,80,COHS0MZY,1860,English,Democrat,54,Female,White,United States,United States,United States,English,No,Full-Time,pre
2775,spr-event,56,Daily,NA,IL,Female,Kamala Harris,Yes,Yes,High school graduate,Yes,Independent,55-64,6723d62de654edbc24109e29,APPROVED,Not Applicable,2024-10-31T19:11:11Z,2024-10-31T19:15:32Z,2024-11-01T02:30:50Z,2024-10-31T19:15:32Z,261,COHS0MZY,337,English,Independent,56,Female,White,United States,United States,United States,English,Yes,Full-Time,pre
1470,spr-event,71,NA,NA,OH,Female,Donald Trump,Yes,Yes,Some college,Yes,Republican,≥65,6723b5dd3c4e3ed632a80109,APPROVED,Not Applicable,2024-10-31T16:53:00Z,2024-10-31T16:55:50Z,2024-11-01T02:17:21Z,2024-10-31T16:55:53Z,171,COHS0MZY,7018,English,Republican,71,Female,White,United States,United States,United States,English,No,Part-Time,pre
2004,spr-event,42,NA,NA,DE,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,35-44,6723c5e0d21e7b80c4e2f458,APPROVED,Not Applicable,2024-10-31T18:01:12Z,2024-10-31T18:02:36Z,2024-11-01T02:21:07Z,2024-10-31T18:02:37Z,85,COHS0MZY,5853,English,Independent,42,Male,White,United States,United States,United States,English,No,Full-Time,pre
2139,event-cloze,19,NA,NA,IN,Female,Kamala Harris,Yes,Yes,Some college,Yes,Democrat,18-24,6723c7b96d1703839ba6e339,APPROVED,Not Applicable,2024-10-31T18:09:01Z,2024-10-31T18:10:19Z,2024-11-01T02:27:32Z,2024-10-31T18:11:31Z,78,COHS0MZY,116,English,Democrat,19,Female,White,United States,United States,United States,English,Yes,Unemployed (and job seeking),pre
2896,spr-event,24,Daily,NA,AZ,Female,I don't care,Yes,Yes,4-year college degree,Yes,Independent,18-24,6723e2613228c9619a16b3a0,APPROVED,Not Applicable,2024-10-31T20:02:47Z,2024-10-31T20:04:44Z,2024-11-01T02:29:06Z,2024-10-31T20:05:47Z,117,COHS0MZY,313,English,Independent,24,Female,White,United States,United States,United States,English,No,Part-Time,pre
2350,maze-event,29,Daily,NA,NJ,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,25-34,6723caeb8c9030f4e978725c,APPROVED,Not Applicable,2024-10-31T18:22:39Z,2024-10-31T18:25:12Z,2024-11-01T02:27:16Z,2024-10-31T18:25:13Z,153,COHS0MZY,518,"English, Spanish",Independent,29,Female,White,United States,United States,United States,English,No,Part-Time,pre
2544,maze-event,58,Daily,NA,GA,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,55-64,6723cdd1a033425774f687c4,APPROVED,Not Applicable,2024-10-31T18:35:43Z,2024-10-31T18:40:09Z,2024-11-01T02:19:40Z,2024-10-31T18:41:06Z,266,NOCODE,654,English,Democrat,58,Female,White,United States,United States,United States,English,No,Part-Time,pre
1561,event-cloze,54,NA,NA,WI,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,45-54,6723bca1d1da817dccf02d0a,APPROVED,Not Applicable,2024-10-31T17:21:44Z,2024-10-31T17:23:16Z,2024-11-01T02:22:15Z,2024-10-31T17:23:45Z,92,COHS0MZY,5125,English,Independent,49,Male,White,United States,United States,United States,English,No,Full-Time,pre
2047,event-cloze,64,NA,NA,CO,Male,Donald Trump,Yes,Yes,Some college,Yes,Republican,55-64,6723c680fd9a0c996c7c1e77,APPROVED,Not Applicable,2024-10-31T18:03:49Z,2024-10-31T18:05:37Z,2024-11-01T02:20:14Z,2024-10-31T18:07:49Z,108,COHS0MZY,4443,English,Republican,64,Male,White,United States,United States,United States,English,No,Part-Time,pre
2667,cloze-event,74,Daily,NA,IN,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,≥65,6723d18aec4095b6b7c30102,APPROVED,Not Applicable,2024-10-31T18:51:00Z,2024-10-31T18:52:34Z,2024-11-01T02:31:26Z,2024-10-31T18:52:35Z,95,COHS0MZY,6747,English,Democrat,74,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
1403,event-spr,41,NA,NA,PA,Male,Kamala Harris,Yes,Yes,Professional degree,Yes,Democrat,35-44,6723b019a94f30245590aabc,APPROVED,Not Applicable,2024-10-31T16:28:14Z,2024-10-31T16:30:47Z,2024-11-01T02:23:14Z,2024-10-31T16:30:48Z,153,COHS0MZY,356,English,Democrat,41,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time,pre
2117,cloze-event,56,NA,NA,MA,Female,Donald Trump,Yes,Yes,Professional degree,Yes,Republican,55-64,6723c75a2c496c56eb6a23f4,APPROVED,Not Applicable,2024-10-31T18:07:35Z,2024-10-31T18:09:44Z,2024-11-01T02:17:37Z,2024-10-31T18:11:16Z,130,COHS0MZY,277,English,Republican,56,Female,DATA_EXPIRED,United States,United States,United States,English,Yes,Full-Time,pre
2022,spr-event,36,NA,NA,IN,Male,Kamala Harris,Yes,Yes,Less than high school,Yes,Democrat,35-44,6723c617fcc45933e363da42,APPROVED,Not Applicable,2024-10-31T18:02:03Z,2024-10-31T18:03:30Z,2024-11-01T02:23:49Z,2024-10-31T18:03:31Z,88,COHS0MZY,567,English,Democrat,36,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),pre
2821,cloze-event,62,Daily,NA,GA,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,55-64,6723d9fcd8a2aa748693ef0a,APPROVED,Not Applicable,2024-10-31T19:27:15Z,2024-10-31T19:30:09Z,2024-11-01T02:30:54Z,2024-10-31T19:32:21Z,174,COHS0MZY,1708,English,Independent,62,Female,White,United States,United States,United States,English,No,Full-Time,pre
1505,maze-event,36,NA,NA,TX,Female,Kamala Harris,Yes,Yes,Some college,Yes,Democrat,35-44,6723b93a07961c5054c007bf,APPROVED,Not Applicable,2024-10-31T17:07:12Z,2024-10-31T17:10:11Z,2024-11-01T02:23:32Z,2024-10-31T17:15:07Z,179,COHS0MZY,933,English,Democrat,36,Female,Black,United States,United States,United States,English,No,Full-Time,pre
2160,event-maze,30,NA,NA,NC,Non-binary,Kamala Harris,Yes,Yes,2-year college degree,Yes,Independent,25-34,6723c7f9226b653df4c300cd,APPROVED,Not Applicable,2024-10-31T18:10:11Z,2024-10-31T18:19:03Z,2024-11-01T02:26:47Z,2024-10-31T18:21:26Z,532,COHS0MZY,1024,English,Independent,31,Male,Mixed,United States,United States,United States,English,No,Part-Time,pre
2607,spr-event,73,Daily,NA,IL,Male,Kamala Harris,Yes,Yes,Professional degree,Yes,Democrat,≥65,6723cf7525fae6caea5aad40,APPROVED,Not Applicable,2024-10-31T18:42:06Z,2024-10-31T18:46:33Z,2024-11-01T02:31:24Z,2024-10-31T18:47:47Z,267,COHS0MZY,308,English,Democrat,73,Male,Black,United States,United States,United States,English,No,Full-Time,pre
2712,event-maze,61,Daily,NA,ME,Female,Kamala Harris,Yes,Yes,Doctorate,Yes,Democrat,55-64,6723d30cd7c504f20018d1ff,APPROVED,Not Applicable,2024-10-31T18:57:23Z,2024-10-31T19:00:28Z,2024-11-01T02:19:52Z,2024-10-31T19:01:18Z,186,COHS0MZY,468,English,Democrat,61,Female,White,United States,United States,United States,English,No,Part-Time,pre
1781,event-cloze,28,NA,NA,OH,Male,Kamala Harris,Yes,Yes,2-year college degree,Yes,Independent,25-34,6723c23dbc9bba005f80120b,APPROVED,Not Applicable,2024-10-31T17:45:39Z,2024-10-31T17:47:01Z,2024-11-01T02:26:34Z,2024-10-31T17:48:29Z,83,COHS0MZY,342,English,Independent,28,Male,White,United States,United States,United States,English,No,Full-Time,pre
2377,event-maze,38,Weekly,NA,FL,Female,Donald Trump,Yes,Yes,2-year college degree,Yes,Republican,35-44,6723cb4cb0e98c10727a4c61,APPROVED,Not Applicable,2024-10-31T18:24:20Z,2024-10-31T18:29:35Z,2024-11-01T02:28:01Z,2024-10-31T18:30:33Z,315,COHS0MZY,518,English,Republican,38,Female,White,United States,United States,United States,English,No,Part-Time,pre
2236,spr-event,62,NA,NA,FL,Male,Donald Trump,Yes,Yes,Some college,Yes,Republican,55-64,6723c9356d583f0b8647e004,APPROVED,Not Applicable,2024-10-31T18:15:40Z,2024-10-31T18:18:09Z,2024-11-01T02:30:07Z,2024-10-31T18:20:31Z,149,COHS0MZY,729,English,Republican,62,Male,White,United States,United States,United States,English,No,Other,pre
2011,cloze-event,33,NA,NA,NJ,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,25-34,6723c5d80d4234a18075c8c9,APPROVED,Not Applicable,2024-10-31T18:01:33Z,2024-10-31T18:03:01Z,2024-11-01T02:29:27Z,2024-10-31T18:03:03Z,89,COHS0MZY,7101,English,Democrat,33,Male,White,United States,United States,United States,English,Yes,Full-Time,pre
2304,spr-event,46,Daily,NA,DE,Male,Kamala Harris,Yes,Yes,Professional degree,Yes,Democrat,45-54,6723ca3f5d528ed445e21663,APPROVED,Not Applicable,2024-10-31T18:19:49Z,2024-10-31T18:21:49Z,2024-11-01T02:24:13Z,2024-10-31T18:21:51Z,120,COHS0MZY,369,English,Democrat,46,Male,White,United States,United States,United States,English,No,Full-Time,pre
1524,spr-event,36,NA,NA,CA,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,35-44,6723baa82fc5f98c3882b4e9,APPROVED,Not Applicable,2024-10-31T17:13:22Z,2024-10-31T17:15:14Z,2024-11-01T02:23:17Z,2024-10-31T17:15:59Z,113,COHS0MZY,436,English,Democrat,36,Male,White,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
2741,cloze-event,23,Daily,NA,TX,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Republican,18-24,6723d435fa54afb77f7f189b,APPROVED,Not Applicable,2024-10-31T19:02:16Z,2024-10-31T19:03:36Z,2024-11-01T02:28:19Z,2024-10-31T19:04:18Z,80,COHS0MZY,234,English,Republican,23,Female,White,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
2082,cloze-event,50,NA,NA,TX,Male,Kamala Harris,Yes,Yes,Some college,Yes,Independent,45-54,6723c6e55ebad7277ff02d87,APPROVED,Not Applicable,2024-10-31T18:05:30Z,2024-10-31T18:07:30Z,2024-11-01T02:22:27Z,2024-10-31T18:08:20Z,120,COHS0MZY,695,English,Independent,50,Male,White,Germany,United States,United States,English,No,Part-Time,pre
2825,spr-event,56,Daily,NA,NY,Male,Kamala Harris,Yes,No,4-year college degree,Yes,Democrat,55-64,6723da46a89efaf67ea0f943,APPROVED,Not Applicable,2024-10-31T19:28:13Z,2024-10-31T19:30:57Z,2024-11-01T02:26:15Z,2024-10-31T19:32:33Z,164,COHS0MZY,1189,"English, Spanish",Independent,56,Male,Mixed,United States,United States,United States,Spanish,No,Full-Time,pre
1576,event-spr,39,NA,NA,VA,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,35-44,6723bd446cee4b3b4afe9c9f,APPROVED,Not Applicable,2024-10-31T17:24:29Z,2024-10-31T17:26:17Z,2024-11-01T02:27:39Z,2024-10-31T17:26:26Z,109,COHS0MZY,7146,English,Republican,39,Male,White,United States,United States,United States,English,No,Full-Time,pre
1956,maze-event,53,NA,NA,CA,Male,Donald Trump,Yes,Yes,2-year college degree,Yes,Republican,45-54,6723c5516499c45655f3c0b8,APPROVED,Not Applicable,2024-10-31T17:58:45Z,2024-10-31T18:01:32Z,2024-11-01T02:29:31Z,2024-10-31T18:01:33Z,168,COHS0MZY,1050,English,Republican,53,Male,White,United States,United States,United States,English,No,Full-Time,pre
1872,cloze-event,32,NA,NA,CA,Male,Donald Trump,Yes,Yes,Professional degree,Yes,Republican,25-34,6723c42195860eacdca3cf79,APPROVED,Not Applicable,2024-10-31T17:53:42Z,2024-10-31T17:56:04Z,2024-11-01T02:26:37Z,2024-10-31T17:59:15Z,143,COHS0MZY,2605,"Chinese, English",Independent,34,Male,Asian,United States,United States,United States,English,No,Full-Time,pre
2579,cloze-event,51,Daily,NA,SC,Male,Donald Trump,Yes,Yes,2-year college degree,Yes,Republican,45-54,6723cec5aa50df1612e8200a,APPROVED,Not Applicable,2024-10-31T18:39:07Z,2024-10-31T18:40:41Z,2024-11-01T02:29:41Z,2024-10-31T18:41:11Z,94,COHS0MZY,2311,English,Republican,51,Male,White,United States,United States,United States,English,No,Full-Time,pre
2315,spr-event,64,Daily,NA,DC,Female,Kamala Harris,Yes,Yes,Some college,Yes,Independent,55-64,6723ca2eba40a889332c0b7a,APPROVED,Not Applicable,2024-10-31T18:20:12Z,2024-10-31T18:26:15Z,2024-11-01T02:30:37Z,2024-10-31T18:26:25Z,363,COHS0MZY,5107,English,Independent,64,Female,White,United States,United States,United States,English,No,Full-Time,pre
2525,maze-event,27,Daily,NA,PA,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Democrat,25-34,6723cd9cde12f4d7d9f686fa,APPROVED,Not Applicable,2024-10-31T18:34:09Z,2024-10-31T18:37:08Z,2024-11-01T02:20:31Z,2024-10-31T18:37:09Z,179,COHS0MZY,220,English,Independent,27,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
2923,event-maze,66,Daily,NA,GA,Female,Donald Trump,Yes,Yes,Some college,Yes,Republican,≥65,6723e736a7e15ee9cec8c995,APPROVED,Not Applicable,2024-10-31T20:23:23Z,2024-10-31T20:27:45Z,2024-11-01T02:18:44Z,2024-10-31T20:27:50Z,263,COHS0MZY,123,English,Republican,66,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
2057,cloze-event,42,NA,NA,FL,Male,Kamala Harris,Yes,Yes,2-year college degree,Yes,Independent,35-44,6723c6a092726876d8c09347,APPROVED,Not Applicable,2024-10-31T18:04:22Z,2024-10-31T18:05:54Z,2024-11-01T02:21:09Z,2024-10-31T18:07:57Z,92,COHS0MZY,3718,English,Independent,42,Male,White,United States,United States,United States,English,Yes,Full-Time,pre
2296,cloze-event,48,Less than monthly,NA,OK,Female,Donald Trump,Yes,Yes,Some college,Yes,Independent,45-54,6723c9eab882f30c97142e66,APPROVED,Not Applicable,2024-10-31T18:19:25Z,2024-10-31T18:22:01Z,2024-11-01T02:22:57Z,2024-10-31T18:22:02Z,156,COHS0MZY,352,English,Independent,48,Female,Black,United States,United States,United States,English,No,Other,pre
2345,event-cloze,31,Daily,NA,UT,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,25-34,6723cade5b4ba22b990c7c8d,APPROVED,Not Applicable,2024-10-31T18:22:27Z,2024-10-31T18:23:57Z,2024-11-01T02:26:51Z,2024-10-31T18:23:58Z,91,COHS0MZY,2629,English,Independent,31,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,pre
1637,maze-event,46,NA,NA,LA,Female,I don't care,Yes,Yes,Professional degree,Yes,Independent,45-54,6723bf2104cbfb0dc7952a44,APPROVED,Not Applicable,2024-10-31T17:32:23Z,2024-10-31T17:34:53Z,2024-11-01T02:22:47Z,2024-10-31T17:36:28Z,151,COHS0MZY,782,"English, German, Swedish",Independent,46,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
2410,spr-event,52,Weekly,NA,CA,Female,Donald Trump,Yes,Yes,Some college,Yes,Independent,45-54,6723cbfd4df9a30bf66b1642,APPROVED,Not Applicable,2024-10-31T18:27:14Z,2024-10-31T18:30:07Z,2024-11-01T02:28:27Z,2024-10-31T18:31:36Z,173,COHS0MZY,2511,"English, Spanish",Independent,52,Female,White,United States,United States,United States,English,No,Full-Time,pre
2185,spr-event,30,NA,NA,TN,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,25-34,6723c86c61ca0d735f334a9b,APPROVED,Not Applicable,2024-10-31T18:12:04Z,2024-10-31T18:15:14Z,2024-11-01T02:26:47Z,2024-10-31T18:15:15Z,191,COHS0MZY,374,English,Independent,30,Male,Black,Ghana,United States,United States,English,No,Full-Time,pre
2032,cloze-event,73,NA,NA,HI,Male,Donald Trump,Yes,Yes,Professional degree,Yes,Republican,≥65,6723c62d16c1f8d60e952973,APPROVED,Not Applicable,2024-10-31T18:02:29Z,2024-10-31T18:05:20Z,2024-11-01T02:26:02Z,2024-10-31T18:07:44Z,171,COHS0MZY,6477,English,Independent,73,Male,Asian,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
1959,cloze-event,81,NA,NA,NY,Male,Kamala Harris,Yes,Yes,Professional degree,Yes,Democrat,≥65,6723c54c77bae0f37149bc2b,APPROVED,Not Applicable,2024-10-31T17:58:45Z,2024-10-31T18:01:01Z,2024-11-01T02:31:13Z,2024-10-31T18:01:25Z,136,COHS0MZY,9393,English,Democrat,81,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
2095,event-cloze,37,NA,NA,NC,Female,Donald Trump,Yes,No,Professional degree,Yes,Republican,35-44,6723c7093b1662fbe4a0cb63,APPROVED,Not Applicable,2024-10-31T18:06:05Z,2024-10-31T18:08:16Z,2024-11-01T02:21:47Z,2024-10-31T18:08:30Z,132,COHS0MZY,142,"Russian, English",Independent,37,Female,White,Russian Federation,United States,United States,Russian,No,Part-Time,pre
2038,cloze-event,35,NA,NA,TX,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,35-44,6723c65a5217983b8957eeb9,APPROVED,Not Applicable,2024-10-31T18:03:12Z,2024-10-31T18:06:27Z,2024-11-01T02:27:46Z,2024-10-31T18:08:03Z,195,COHS0MZY,107,"Spanish, English",Republican,35,Male,White,United States,United States,United States,Spanish,No,Full-Time,pre
1735,spr-event,31,NA,NA,TX,Female,I don't care,Yes,Yes,4-year college degree,Yes,Independent,25-34,6723c14bb8c53b4a68706709,APPROVED,Not Applicable,2024-10-31T17:41:41Z,2024-10-31T17:44:16Z,2024-11-01T02:27:00Z,2024-10-31T17:46:22Z,156,COHS0MZY,493,English,Independent,32,Female,Mixed,United States,United States,United States,English,No,Full-Time,pre
1688,event-maze,31,NA,NA,TX,Male,Donald Trump,Yes,Yes,High school graduate,Yes,Independent,25-34,6723c036167d45c6a939615e,APPROVED,Not Applicable,2024-10-31T17:36:59Z,2024-10-31T17:39:34Z,2024-11-01T02:26:32Z,2024-10-31T17:39:35Z,156,COHS0MZY,3063,English,Independent,31,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),pre
1414,cloze-event,24,NA,NA,FL,Male,Donald Trump,Yes,Yes,High school graduate,Yes,Republican,18-24,6723b10adb14d68b4fdfcbc4,APPROVED,Not Applicable,2024-10-31T16:32:17Z,2024-10-31T16:33:43Z,2024-11-01T02:28:06Z,2024-10-31T16:35:52Z,87,COHS0MZY,240,English,Republican,24,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),pre
1926,event-maze,48,NA,NA,TX,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,45-54,6723c4f0cf071e6a8820e6f8,APPROVED,Not Applicable,2024-10-31T17:57:14Z,2024-10-31T17:59:54Z,2024-11-01T02:22:51Z,2024-10-31T18:01:08Z,160,COHS0MZY,171,English,Independent,48,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
2469,event-spr,51,Daily,NA,IN,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,45-54,6723ccd1b30f09430ec489ed,APPROVED,Not Applicable,2024-10-31T18:30:48Z,2024-10-31T18:32:42Z,2024-11-01T02:29:38Z,2024-10-31T18:32:52Z,115,COHS0MZY,8090,English,Republican,51,Male,White,United States,United States,United States,English,No,Full-Time,pre
1450,spr-event,22,NA,NA,VA,Female,Kamala Harris,Yes,Yes,High school graduate,Yes,Democrat,18-24,6723b3c605c68a520607d749,APPROVED,Not Applicable,2024-10-31T16:44:04Z,2024-10-31T16:45:49Z,2024-11-01T02:27:25Z,2024-10-31T16:47:35Z,106,COHS0MZY,909,English,Democrat,23,Female,Black,United States,United States,United States,English,No,Unemployed (and job seeking),pre
1701,spr-event,67,NA,NA,IL,Male,Kamala Harris,Yes,Yes,Professional degree,Yes,Democrat,≥65,6723c01bde00804f6ca0ca1d,APPROVED,Not Applicable,2024-10-31T17:36:59Z,2024-10-31T17:42:56Z,2024-11-01T02:31:09Z,2024-10-31T17:46:00Z,358,COHS0MZY,1006,English,Democrat,67,Male,Black,Ghana,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,pre
2693,event-spr,23,Daily,NA,TX,Male,Kamala Harris,Yes,Yes,Some college,Yes,Independent,18-24,6723d26495809080005aa909,APPROVED,Not Applicable,2024-10-31T18:54:33Z,2024-10-31T18:56:55Z,2024-11-01T02:28:43Z,2024-10-31T18:56:56Z,142,COHS0MZY,3175,"English, Spanish",Independent,23,Male,White,United States,United States,United States,English,Yes,DATA_EXPIRED,pre
1796,event-maze,33,NA,NA,TX,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,25-34,6723c285b46137ed0142d68f,APPROVED,Not Applicable,2024-10-31T17:46:52Z,2024-10-31T17:49:20Z,2024-11-01T02:29:23Z,2024-10-31T17:49:21Z,148,COHS0MZY,3374,"English, Spanish",Democrat,33,Male,Mixed,United States,United States,United States,English,No,Full-Time,pre
1513,event-maze,73,NA,NA,NJ,Female,Kamala Harris,Yes,Yes,Professional degree,Yes,Democrat,≥65,6723b974b7a5c087b5f93b19,APPROVED,Not Applicable,2024-10-31T17:08:23Z,2024-10-31T17:13:27Z,2024-11-01T02:18:46Z,2024-10-31T17:15:54Z,305,COHS0MZY,2429,English,Democrat,73,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
2714,spr-event,62,Daily,NA,WA,Male,Kamala Harris,Yes,Yes,Some college,Yes,Independent,55-64,6723d31a32c726c6528de762,APPROVED,Not Applicable,2024-10-31T18:57:35Z,2024-10-31T19:00:16Z,2024-11-01T02:26:09Z,2024-10-31T19:00:45Z,162,COHS0MZY,148,English,Independent,62,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),pre
2740,spr-event,20,Weekly,NA,PA,Rather not say,Kamala Harris,Yes,Yes,High school graduate,Yes,Democrat,18-24,6723d42eb373caf95b1053f6,APPROVED,Not Applicable,2024-10-31T19:02:11Z,2024-10-31T19:04:13Z,2024-11-01T02:24:54Z,2024-10-31T19:04:46Z,122,COHS0MZY,295,English,Democrat,20,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),pre
2164,event-cloze,49,NA,NA,CA,Female,Kamala Harris,Yes,No,4-year college degree,Yes,Independent,45-54,6723c81aadd048e869835ec5,APPROVED,Not Applicable,2024-10-31T18:10:39Z,2024-10-31T18:11:53Z,2024-11-01T02:22:55Z,2024-10-31T18:12:05Z,74,COHS0MZY,2711,"English, Tagalog-Filipino",Independent,49,Female,Asian,Philippines,United States,United States,Tagalog-Filipino,No,Part-Time,pre
1922,spr-event,45,NA,NA,TN,Female,Kamala Harris,Yes,Yes,2-year college degree,Yes,Democrat,45-54,6723c4ea656a0371ed117b07,APPROVED,Not Applicable,2024-10-31T17:57:06Z,2024-10-31T17:59:09Z,2024-11-01T02:24:29Z,2024-10-31T18:00:59Z,123,COHS0MZY,3723,English,Democrat,45,Female,Black,United States,United States,United States,English,No,Part-Time,pre
1754,cloze-event,26,NA,NA,NY,Female,Kamala Harris,Yes,Yes,2-year college degree,Yes,Democrat,25-34,6723c1b48e91426d48bef73a,APPROVED,Not Applicable,2024-10-31T17:43:23Z,2024-10-31T17:46:02Z,2024-11-01T02:23:04Z,2024-10-31T17:47:52Z,159,COHS0MZY,45,English,Democrat,26,Female,Black,United States,United States,United States,English,No,Full-Time,pre
2700,cloze-event,23,Monthly,NA,ID,Male,Kamala Harris,Yes,Yes,2-year college degree,Yes,Independent,18-24,6723d2ad98ea1e3b3315ac7a,APPROVED,Not Applicable,2024-10-31T18:55:45Z,2024-10-31T18:57:00Z,2024-11-01T02:24:51Z,2024-10-31T18:57:04Z,75,COHS0MZY,281,English,Democrat,23,Male,White,United States,United States,United States,English,No,Full-Time,pre
