workerid,condition,age,news,intro,state,gender,prefer,citizen,english,education,residence,political_aff,age_bin,Submission id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,U.s. political affiliation,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,batch
2258,cloze-event,46,Daily,NA,CA,Male,Kamala Harris,Yes,Yes,Professional degree,Yes,NA,45-54,6723c99b52a1162f8aae76ac,APPROVED,Not Applicable,2024-10-31T18:17:04Z,2024-10-31T18:18:17Z,2024-11-01T02:24:08Z,2024-10-31T18:20:36Z,73,COHS0MZY,415,English,Democrat,46,Male,Asian,"Venezuela, Bolivarian Republic of",United States,United States,English,No,Full-Time,pre
2214,cloze-event,24,NA,NA,VA,Female,Kamala Harris,Yes,Yes,Some college,Yes,Democrat,18-24,6723c8ddc1a87fea696b2b5b,APPROVED,Not Applicable,2024-10-31T18:13:56Z,2024-10-31T18:16:11Z,2024-11-01T02:27:34Z,2024-10-31T18:18:33Z,135,COHS0MZY,71,English,Democrat,21,Female,Asian,United States,United States,United States,English,Yes,Part-Time,pre
2925,spr-event,56,Daily,NA,GA,Male,Kamala Harris,Yes,Yes,High school graduate,Yes,Independent,55-64,6723e76eb8142f97a66ea804,APPROVED,Not Applicable,2024-10-31T20:24:26Z,2024-10-31T20:26:24Z,2024-11-01T02:26:22Z,2024-10-31T20:26:25Z,119,COHS0MZY,402,English,Independent,56,Male,White,United States,United States,United States,English,DATA_EXPIRED,Unemployed (and job seeking),pre
1419,event-spr,55,NA,NA,MD,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,55-64,6723b149a9c15c85b802e8b2,APPROVED,Not Applicable,2024-10-31T16:33:23Z,2024-10-31T16:35:01Z,2024-11-01T02:30:28Z,2024-10-31T16:36:21Z,98,COHS0MZY,2792,English,Independent,55,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),pre
2142,cloze-event,41,NA,NA,AZ,Female,Kamala Harris,Yes,Yes,High school graduate,Yes,Democrat,35-44,6723c7cba657ab9e1b920f89,APPROVED,Not Applicable,2024-10-31T18:09:20Z,2024-10-31T18:11:04Z,2024-11-01T02:23:52Z,2024-10-31T18:11:50Z,104,COHS0MZY,524,English,Democrat,41,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
2860,spr-event,59,Daily,NA,MI,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,55-64,6723de4016c1f8d60e953511,APPROVED,Not Applicable,2024-10-31T19:45:10Z,2024-10-31T19:47:30Z,2024-11-01T02:30:56Z,2024-10-31T19:47:32Z,140,COHS0MZY,5314,English,Independent,59,Female,White,United States,United States,United States,English,No,Full-Time,pre
2479,maze-event,28,Daily,NA,CA,Male,Donald Trump,Yes,Yes,2-year college degree,Yes,Republican,25-34,6723cce55db91f8522907b28,APPROVED,Not Applicable,2024-10-31T18:31:09Z,2024-10-31T18:35:00Z,2024-11-01T02:25:15Z,2024-10-31T18:35:03Z,232,COHS0MZY,140,English,Republican,28,Male,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking),pre
1832,cloze-event,56,NA,NA,FL,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,55-64,6723c33e1d6bb9c60bec4dfd,APPROVED,Not Applicable,2024-10-31T17:49:56Z,2024-10-31T17:52:52Z,2024-11-01T02:31:11Z,2024-10-31T17:52:53Z,177,COHS0MZY,1613,"English, Spanish",Democrat,56,Male,White,United States,United States,United States,English,No,Full-Time,pre
2882,event-cloze,62,Daily,NA,GA,Female,Donald Trump,Yes,Yes,2-year college degree,Yes,Independent,55-64,6723e120f8d0535705d009ea,APPROVED,Not Applicable,2024-10-31T19:57:29Z,2024-10-31T20:01:44Z,2024-11-01T02:31:00Z,2024-10-31T20:01:46Z,256,COHS0MZY,534,English,Independent,62,Female,White,United States,United States,United States,English,No,Full-Time,pre
2352,event-maze,43,Daily,NA,NA,Female,Donald Trump,Yes,Yes,Some college,Yes,Independent,35-44,6723cae8027ced186503c24f,APPROVED,Not Applicable,2024-10-31T18:22:39Z,2024-10-31T18:29:50Z,2024-11-01T02:26:52Z,2024-10-31T18:30:53Z,432,COHS0MZY,115,English,Independent,33,Male,DATA_EXPIRED,United States,United States,United States,English,Yes,Full-Time,pre
2194,cloze-event,56,NA,NA,NA,Female,Donald Trump,Yes,Yes,Some college,Yes,Independent,55-64,6723c896c1a87fea696b2b42,APPROVED,Not Applicable,2024-10-31T18:12:43Z,2024-10-31T18:14:43Z,2024-11-01T02:30:35Z,2024-10-31T18:14:44Z,121,COHS0MZY,1965,English,Independent,56,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,pre
1940,event-cloze,37,NA,NA,TN,Female,Kamala Harris,Yes,Yes,2-year college degree,Yes,Independent,35-44,6723c51f9dfc4241e8706486,APPROVED,Not Applicable,2024-10-31T17:57:56Z,2024-10-31T17:59:02Z,2024-11-01T02:23:45Z,2024-10-31T18:00:57Z,67,COHS0MZY,1711,English,Democrat,37,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
1730,spr-event,42,NA,NA,PA,Rather not say,Kamala Harris,Yes,Yes,High school graduate,Yes,Democrat,35-44,6723c130e819514a417f1840,APPROVED,Not Applicable,2024-10-31T17:41:12Z,2024-10-31T17:43:13Z,2024-11-01T02:23:26Z,2024-10-31T17:46:00Z,122,COHS0MZY,5351,English,Democrat,42,Male,White,United States,United States,United States,English,No,Part-Time,pre
1532,spr-event,48,NA,NA,TX,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Republican,45-54,6723bb1a0399eacbba9da210,APPROVED,Not Applicable,2024-10-31T17:15:11Z,2024-10-31T17:18:03Z,2024-11-01T02:29:28Z,2024-10-31T17:18:06Z,173,COHS0MZY,249,"English, Mandarin",Republican,48,Male,Asian,United States,United States,United States,English,No,Full-Time,pre
2152,spr-event,39,NA,NA,OH,Male,Donald Trump,Yes,Yes,High school graduate,Yes,Republican,35-44,6723c7e2167d45c6a9396397,APPROVED,Not Applicable,2024-10-31T18:09:48Z,2024-10-31T18:12:23Z,2024-11-01T02:27:48Z,2024-10-31T18:12:25Z,155,COHS0MZY,736,English,Republican,39,Male,White,United States,United States,United States,English,No,Full-Time,pre
2499,cloze-event,53,Daily,NA,NH,Female,I don't care,Yes,Yes,Some college,Yes,Independent,45-54,6723cd2920dfef6345193a03,APPROVED,Not Applicable,2024-10-31T18:32:15Z,2024-10-31T18:34:03Z,2024-11-01T02:28:28Z,2024-10-31T18:34:04Z,108,COHS0MZY,4520,English,Independent,53,Female,White,United States,United States,United States,English,No,Full-Time,pre
2044,maze-event,65,NA,NA,SC,NA,Kamala Harris,Yes,Yes,2-year college degree,Yes,Democrat,≥65,6723c56fc6adc9dd3b6017b4,APPROVED,Not Applicable,2024-10-31T18:03:30Z,2024-10-31T18:06:20Z,2024-11-01T02:26:02Z,2024-10-31T18:08:02Z,171,COHS0MZY,4414,"Dutch, English",Independent,65,Male,White,United States,United States,United States,English,No,Part-Time,pre
2333,cloze-event,51,Daily,NA,LA,Female,Donald Trump,Yes,Yes,2-year college degree,Yes,Republican,45-54,6723ca9099a3f78686b49172,APPROVED,Not Applicable,2024-10-31T18:21:10Z,2024-10-31T18:23:47Z,2024-11-01T02:29:55Z,2024-10-31T18:23:49Z,158,COHS0MZY,881,English,Republican,51,Female,White,United States,United States,United States,English,No,Part-Time,pre
2220,spr-event,29,NA,NA,AR,Male,Kamala Harris,Yes,Yes,Some college,Yes,Independent,25-34,6723c8f3eaab265c417a48c9,APPROVED,Not Applicable,2024-10-31T18:14:25Z,2024-10-31T18:17:43Z,2024-11-01T02:26:50Z,2024-10-31T18:20:07Z,198,COHS0MZY,4314,English,Independent,29,Male,White,United States,United States,United States,English,Yes,Full-Time,pre
1749,event-maze,46,NA,NA,NC,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,45-54,6723c197871fd2847a6971a4,APPROVED,Not Applicable,2024-10-31T17:42:54Z,2024-10-31T17:45:10Z,2024-11-01T02:29:45Z,2024-10-31T17:46:50Z,137,COHS0MZY,349,English,Republican,46,Female,White,United States,United States,United States,English,No,Full-Time,pre
1696,maze-event,42,NA,NA,FL,Male,Donald Trump,Yes,Yes,Some college,Yes,Democrat,35-44,6723c05e80ad7abdb6a40f79,APPROVED,Not Applicable,2024-10-31T17:37:38Z,2024-10-31T17:40:34Z,2024-11-01T02:23:22Z,2024-10-31T17:40:35Z,177,COHS0MZY,4428,English,Democrat,42,Male,White,United States,United States,United States,English,No,Full-Time,pre
2913,maze-event,68,Daily,NA,IL,Male,Donald Trump,Yes,Yes,Professional degree,Yes,Republican,≥65,6723e4e06d83e10c11e214c4,APPROVED,Not Applicable,2024-10-31T20:13:29Z,2024-10-31T20:21:49Z,2024-11-01T02:30:19Z,2024-10-31T20:22:04Z,501,COHS0MZY,942,English,Republican,68,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
1489,cloze-event,52,NA,NA,LA,Male,Kamala Harris,Yes,Yes,Some college,Yes,Democrat,45-54,6723b7493c3b5f82e2977c5e,APPROVED,Not Applicable,2024-10-31T16:58:54Z,2024-10-31T17:01:28Z,2024-11-01T02:23:52Z,2024-10-31T17:04:15Z,154,COHS0MZY,2348,English,Democrat,52,Male,White,United States,United States,United States,English,No,Part-Time,pre
2264,spr-event,60,Daily,NA,CA,Male,Kamala Harris,Yes,Yes,High school graduate,Yes,Democrat,55-64,6723c9b5c9a0ba41c59bbdcc,APPROVED,Not Applicable,2024-10-31T18:17:33Z,2024-10-31T18:19:25Z,2024-11-01T02:31:20Z,2024-10-31T18:21:33Z,113,COHS0MZY,964,English,Democrat,60,Male,White,United States,United States,United States,English,No,Part-Time,pre
2399,event-spr,56,Daily,NA,FL,Female,Donald Trump,Yes,Yes,High school graduate,Yes,Independent,55-64,6723cbc86ab40454ec981c01,APPROVED,Not Applicable,2024-10-31T18:26:29Z,2024-10-31T18:29:35Z,2024-11-01T02:30:39Z,2024-10-31T18:30:35Z,187,COHS0MZY,6204,English,Independent,56,Female,White,United States,United States,United States,English,No,Other,pre
1774,spr-event,36,NA,NA,IN,Non-binary,Kamala Harris,Yes,Yes,Some college,Yes,Democrat,35-44,6723c21967b89625523c892c,APPROVED,Not Applicable,2024-10-31T17:45:07Z,2024-10-31T17:46:34Z,2024-11-01T02:23:42Z,2024-10-31T17:48:20Z,87,COHS0MZY,2975,English,Democrat,36,Female,White,United States,United States,United States,English,Yes,Unemployed (and job seeking),pre
2116,event-maze,22,NA,NA,PA,Non-binary,Kamala Harris,Yes,Yes,High school graduate,Yes,Independent,18-24,6723c7489b66964a48c41b37,APPROVED,Not Applicable,2024-10-31T18:07:32Z,2024-10-31T18:10:17Z,2024-11-01T02:27:31Z,2024-10-31T18:11:29Z,165,COHS0MZY,2279,English,Democrat,22,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,pre
2138,event-cloze,34,NA,NA,MA,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,25-34,6723c7a874fcdfdcb4e7ebe8,APPROVED,Not Applicable,2024-10-31T18:09:00Z,2024-10-31T18:10:25Z,2024-11-01T02:25:09Z,2024-10-31T18:11:34Z,86,COHS0MZY,3648,English,Republican,34,Male,White,United States,United States,United States,English,No,Full-Time,pre
1623,cloze-event,30,NA,NA,CO,Female,Kamala Harris,Yes,Yes,2-year college degree,Yes,Independent,25-34,6723bead0e916d6d81c41aa5,APPROVED,Not Applicable,2024-10-31T17:30:29Z,2024-10-31T17:31:48Z,2024-11-01T02:26:59Z,2024-10-31T17:34:23Z,79,COHS0MZY,151,English,Independent,30,Female,White,United States,United States,United States,English,Yes,Full-Time,pre
2090,maze-event,449,NA,NA,TX,Male,Kamala Harris,Yes,Yes,Some college,Yes,Independent,NA,6723c6f875aa5e7d34378a81,APPROVED,Not Applicable,2024-10-31T18:05:52Z,2024-10-31T18:09:15Z,2024-11-01T02:22:27Z,2024-10-31T18:10:27Z,203,COHS0MZY,272,English,Independent,49,Male,White,United States,United States,United States,English,No,Full-Time,pre
1465,spr-event,58,NA,NA,FL,Male,Donald Trump,Yes,Yes,High school graduate,Yes,Republican,55-64,6723b594f004999d0def3ad4,APPROVED,Not Applicable,2024-10-31T16:51:37Z,2024-10-31T16:53:22Z,2024-11-01T02:20:07Z,2024-10-31T16:53:23Z,106,COHS0MZY,7478,"English, Turkish",Republican,58,Male,White,Turkey,United States,United States,Turkish,No,Unemployed (and job seeking),pre
2728,maze-event,71,Daily,NA,KY,Female,Kamala Harris,Yes,Yes,Some college,Yes,Democrat,≥65,6723d3b5535553cbadccc1a7,APPROVED,Not Applicable,2024-10-31T19:00:10Z,2024-10-31T19:04:52Z,2024-11-01T02:19:54Z,2024-10-31T19:05:17Z,283,COHS0MZY,6896,English,Democrat,71,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
2476,maze-event,51,Daily,NA,PA,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,45-54,6723cce6fb8aa050c5a3d0f5,APPROVED,Not Applicable,2024-10-31T18:31:06Z,2024-10-31T18:39:59Z,2024-11-01T02:28:28Z,2024-10-31T18:40:57Z,533,COHS0MZY,6922,English,Independent,51,Female,White,United States,United States,United States,English,No,Full-Time,pre
1423,cloze-event,39,NA,NA,FL,Male,Kamala Harris,Yes,Yes,2-year college degree,Yes,Democrat,35-44,6723b1a1d74a085a32b4a566,APPROVED,Not Applicable,2024-10-31T16:34:48Z,2024-10-31T16:36:00Z,2024-11-01T02:23:14Z,2024-10-31T16:37:27Z,73,COHS0MZY,5446,English,Democrat,39,Male,White,United States,United States,United States,English,Yes,Unemployed (and job seeking),pre
2785,maze-event,65,Daily,NA,OH,Male,I'd rather not say,Yes,Yes,4-year college degree,Yes,Independent,≥65,6723d726c1a87fea696b2f4c,APPROVED,Not Applicable,2024-10-31T19:14:54Z,2024-10-31T19:19:18Z,2024-11-01T02:26:13Z,2024-10-31T19:19:25Z,264,COHS0MZY,778,English,Independent,65,Male,Mixed,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
1595,cloze-event,32,NA,NA,FL,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,25-34,6723bddcbc9bba005f801090,APPROVED,Not Applicable,2024-10-31T17:26:59Z,2024-10-31T17:29:28Z,2024-11-01T02:25:22Z,2024-10-31T17:29:31Z,150,COHS0MZY,666,English,Republican,32,Female,Black,United States,United States,United States,English,No,Full-Time,pre
1468,event-spr,24,NA,NA,AR,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,18-24,6723b5bcf919907c3317a961,APPROVED,Not Applicable,2024-10-31T16:52:23Z,2024-10-31T16:53:46Z,2024-11-01T02:28:13Z,2024-10-31T16:53:47Z,83,COHS0MZY,4377,English,Republican,24,Female,White,United States,United States,United States,English,Yes,Part-Time,pre
2073,event-cloze,64,NA,NA,FL,Male,Kamala Harris,Yes,Yes,2-year college degree,Yes,Independent,55-64,6723c6cd711d8d6151d12e67,APPROVED,Not Applicable,2024-10-31T18:05:09Z,2024-10-31T18:07:57Z,2024-11-01T02:26:03Z,2024-10-31T18:08:26Z,169,COHS0MZY,2788,English,Independent,64,Male,White,United States,United States,United States,English,No,Full-Time,pre
1757,event-spr,29,NA,NA,NC,Female,Kamala Harris,Yes,Yes,High school graduate,Yes,Independent,25-34,6723c1d4714ab76607104137,APPROVED,Not Applicable,2024-10-31T17:43:53Z,2024-10-31T17:45:34Z,2024-11-01T02:27:02Z,2024-10-31T17:47:10Z,101,COHS0MZY,681,English,Independent,29,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
2029,spr-event,58,NA,NA,MD,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,55-64,6723c6229dfc4241e87064cf,APPROVED,Not Applicable,2024-10-31T18:02:17Z,2024-10-31T18:05:00Z,2024-11-01T02:17:32Z,2024-10-31T18:07:33Z,164,COHS0MZY,1710,English,Republican,58,Female,White,United States,United States,United States,English,No,Part-Time,pre
1712,spr-event,44,NA,NA,MD,Male,Kamala Harris,Yes,No,Professional degree,Yes,Independent,35-44,6723c0cc74650d77210186c1,APPROVED,Not Applicable,2024-10-31T17:39:31Z,2024-10-31T17:42:42Z,2024-11-01T02:20:53Z,2024-10-31T17:45:29Z,192,COHS0MZY,606,English,Independent,44,Male,Asian,United States,United States,United States,Malayalam,No,Full-Time,pre
2102,event-cloze,41,NA,NA,WI,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,35-44,6723c6a9de00804f6ca0cc64,APPROVED,Not Applicable,2024-10-31T18:05:18Z,2024-10-31T18:17:19Z,2024-11-01T02:21:46Z,2024-10-31T18:19:44Z,721,COHS0MZY,944,English,Independent,41,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
2500,maze-event,29,Daily,NA,GU,Female,Donald Trump,Yes,Yes,Some college,Yes,Republican,25-34,6723cd339033a2fdcf2803fd,APPROVED,Not Applicable,2024-10-31T18:32:24Z,2024-10-31T18:35:00Z,2024-11-01T02:27:21Z,2024-10-31T18:35:02Z,156,COHS0MZY,2055,English,Republican,29,Female,Black,United States,United States,United States,English,Yes,Full-Time,pre
2965,event-spr,60,Daily,NA,IL,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,55-64,672402e9a7af6981f62c08fe,APPROVED,Not Applicable,2024-10-31T22:21:34Z,2024-10-31T22:24:54Z,2024-11-01T02:30:24Z,2024-10-31T22:26:31Z,201,COHS0MZY,1302,English,Republican,60,Male,White,United States,United States,United States,English,No,Full-Time,pre
2815,event-cloze,58,Daily,NA,TX,Female,Donald Trump,Yes,Yes,Professional degree,Yes,Republican,55-64,6723d9bad63f1f0951c48619,APPROVED,Not Applicable,2024-10-31T19:26:09Z,2024-10-31T19:27:30Z,2024-11-01T02:18:26Z,2024-10-31T19:27:31Z,82,COHS0MZY,1631,"English, French",Republican,58,Female,White,United States,United States,United States,English,No,Full-Time,pre
1493,spr-event,55,NA,NA,AL,Male,Kamala Harris,Yes,Yes,Some college,Yes,Democrat,55-64,6723b7bc2e6e89f444291621,APPROVED,Not Applicable,2024-10-31T17:00:51Z,2024-10-31T17:02:42Z,2024-11-01T02:31:05Z,2024-10-31T17:04:41Z,111,COHS0MZY,917,English,Democrat,55,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,pre
1901,spr-event,53,NA,NA,CT,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,45-54,6723c47b027ced186503bf40,APPROVED,Not Applicable,2024-10-31T17:55:15Z,2024-10-31T17:57:12Z,2024-11-01T02:22:24Z,2024-10-31T18:00:35Z,117,COHS0MZY,3723,English,Independent,53,Male,White,United States,United States,United States,English,No,Part-Time,pre
2668,event-spr,71,Daily,NA,MA,Male,Kamala Harris,Yes,No,Professional degree,Yes,Democrat,≥65,6723d18dbcd4b3fad300545b,APPROVED,Not Applicable,2024-10-31T18:50:57Z,2024-10-31T18:53:06Z,2024-11-01T02:31:26Z,2024-10-31T18:53:08Z,130,COHS0MZY,2696,English,Democrat,71,Male,Asian,United States,United States,United States,Chinese,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
1728,event-spr,44,NA,NA,MI,Male,Kamala Harris,Yes,Yes,2-year college degree,Yes,Democrat,35-44,6723c12500913ea788c2fa94,APPROVED,Not Applicable,2024-10-31T17:41:12Z,2024-10-31T17:43:58Z,2024-11-01T02:23:26Z,2024-10-31T17:46:15Z,167,COHS0MZY,395,English,Democrat,44,Male,White,United Kingdom,United States,United States,English,No,Unemployed (and job seeking),pre
2547,maze-event,24,Monthly,NA,NJ,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,18-24,6723ce0aa540faacfa149c5c,APPROVED,Not Applicable,2024-10-31T18:35:54Z,2024-10-31T18:41:51Z,2024-11-01T02:28:10Z,2024-10-31T18:41:52Z,358,COHS0MZY,593,English,Republican,24,Male,Mixed,Ghana,United States,United States,English,Yes,Part-Time,pre
1582,event-spr,56,NA,NA,OH,Female,Donald Trump,Yes,Yes,Some college,Yes,Republican,55-64,6723bd62a883672760f9be87,APPROVED,Not Applicable,2024-10-31T17:25:00Z,2024-10-31T17:26:47Z,2024-11-01T02:17:24Z,2024-10-31T17:26:49Z,108,COHS0MZY,5937,English,Republican,56,Female,White,United States,United States,United States,English,No,Part-Time,pre
1430,cloze-event,34,NA,NA,IL,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,25-34,6723b2420bf9935b580eea4f,APPROVED,Not Applicable,2024-10-31T16:37:27Z,2024-10-31T16:38:28Z,2024-11-01T02:30:00Z,2024-10-31T16:38:38Z,61,COHS0MZY,6489,English,Democrat,34,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time,pre
1534,event-cloze,18,NA,NA,TX,Male,Kamala Harris,Yes,Yes,High school graduate,Yes,Independent,18-24,6723bb26d55d81c115b4cd48,APPROVED,Not Applicable,2024-10-31T17:15:24Z,2024-10-31T17:16:36Z,2024-11-01T02:28:33Z,2024-10-31T17:16:38Z,72,COHS0MZY,134,English,Independent,18,Male,Black,United States,United States,United States,English,No,Part-Time,pre
2059,event-spr,37,NA,NA,MA,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,35-44,6723c6a32e660d339521a87c,APPROVED,Not Applicable,2024-10-31T18:04:24Z,2024-10-31T18:06:02Z,2024-11-01T02:21:45Z,2024-10-31T18:07:59Z,99,COHS0MZY,919,English,Independent,37,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
1957,cloze-event,55,NA,NA,FL,Male,Kamala Harris,Yes,Yes,2-year college degree,Yes,Democrat,55-64,6723c542c16ffebdae577dfb,APPROVED,Not Applicable,2024-10-31T17:58:33Z,2024-10-31T18:01:08Z,2024-11-01T02:31:13Z,2024-10-31T18:01:26Z,156,COHS0MZY,5462,English,Democrat,55,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,pre
1625,cloze-event,62,NA,NA,TX,Female,Kamala Harris,Yes,Yes,High school graduate,Yes,Independent,55-64,6723bec6ec0c98a1ff8de69b,APPROVED,Not Applicable,2024-10-31T17:30:52Z,2024-10-31T17:32:11Z,2024-11-01T02:30:32Z,2024-10-31T17:34:34Z,79,COHS0MZY,6559,English,Independent,62,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
2344,event-maze,61,Daily,NA,TX,Female,Kamala Harris,Yes,Yes,2-year college degree,Yes,Democrat,55-64,6723cad46f37b9a776629071,APPROVED,Not Applicable,2024-10-31T18:22:17Z,2024-10-31T18:25:47Z,2024-11-01T02:19:25Z,2024-10-31T18:25:51Z,210,COHS0MZY,490,English,Democrat,61,Female,Other,United States,United States,United States,English,No,Part-Time,pre
