workerid,condition,age,news,intro,state,gender,prefer,citizen,english,education,residence,political_aff,prolific_id,Submission id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,U.s. political affiliation,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
1885,spr-event,59,NA,NA,CA,Male,Donald Trump,Yes,Yes,Some college,Yes,Independent,634656bd2603b4db42ae94e1,6723c44d1d6bb9c60bec4e42,APPROVED,Not Applicable,2024-10-31T17:54:29Z,2024-10-31T17:56:51Z,2024-11-01T02:25:58Z,2024-10-31T18:00:30Z,142,COHS0MZY,1781,English,Independent,59,Male,White,United States,United States,United States,English,No,Full-Time
2163,cloze-event,50,NA,NA,TN,Male,I don't care,Yes,Yes,Some college,Yes,Independent,64d5092cd7108d1abc6031e9,6723c8140afde0598d920f52,APPROVED,Not Applicable,2024-10-31T18:10:33Z,2024-10-31T18:11:52Z,2024-11-01T02:22:35Z,2024-10-31T18:12:04Z,79,COHS0MZY,739,English,Independent,50,Male,White,United States,United States,United States,English,No,Full-Time
1732,spr-event,44,NA,NA,CA,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,662e89416a1d494ac9e84af3,6723c1469b7a6948cef9bf69,APPROVED,Not Applicable,2024-10-31T17:41:33Z,2024-10-31T17:43:48Z,2024-11-01T02:20:54Z,2024-10-31T17:46:11Z,136,COHS0MZY,1184,English,Independent,44,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
2252,cloze-event,23,NA,NA,FL,Male,Donald Trump,Yes,Yes,High school graduate,Yes,Republican,66fc5449b01dd9e78335d454,6723c985f76641ba579db18f,APPROVED,Not Applicable,2024-10-31T18:16:41Z,2024-10-31T18:17:53Z,2024-11-01T02:28:08Z,2024-10-31T18:20:18Z,73,COHS0MZY,187,"English, Spanish",Republican,23,Male,White,United States,United States,United States,English,No,Due to start a new job within the next month
2755,event-cloze,20,Daily,NA,LA,Male,Donald Trump,Yes,Yes,High school graduate,Yes,Republican,6709d78383370accdbe49e22,6723d4d8b3a86da39de66897,APPROVED,Not Applicable,2024-10-31T19:05:00Z,2024-10-31T19:06:30Z,2024-11-01T02:28:46Z,2024-10-31T19:06:31Z,90,COHS0MZY,173,English,Independent,20,Male,Mixed,United States,United States,United States,English,Yes,Full-Time
2317,spr-event,52,Less than monthly,NA,CA,Female,I'd rather not say,Yes,Yes,4-year college degree,Yes,Republican,6695745ee6d6f8975139350a,6723ca697f4933281dd31674,APPROVED,Not Applicable,2024-10-31T18:20:32Z,2024-10-31T18:24:45Z,2024-11-01T02:29:55Z,2024-10-31T18:24:47Z,254,COHS0MZY,311,English,Republican,52,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
1890,event-cloze,36,NA,NA,KS,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,60ddfe929fff846f04cd2c95,6723c45d92726876d8c092b8,APPROVED,Not Applicable,2024-10-31T17:54:43Z,2024-10-31T17:57:24Z,2024-11-01T02:21:36Z,2024-10-31T18:00:37Z,162,COHS0MZY,1631,"Albanian, English",Independent,36,Female,White,United States,United States,United States,English,No,Full-Time
2239,cloze-event,29,NA,NA,IN,Female,Kamala Harris,Yes,Yes,High school graduate,Yes,Independent,66542443886956553bdc4a9c,6723c9429f553398ea378b84,APPROVED,Not Applicable,2024-10-31T18:15:36Z,2024-10-31T18:19:53Z,2024-11-01T02:27:13Z,2024-10-31T18:21:40Z,257,COHS0MZY,733,English,Independent,29,Female,Black,United States,United States,United States,English,No,Other
2043,cloze-event,38,NA,NA,MA,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,5ae11f9709eae20001132c22,6723c64a951bc712c731afe4,APPROVED,Not Applicable,2024-10-31T18:03:32Z,2024-10-31T18:04:28Z,2024-11-01T02:21:08Z,2024-10-31T18:04:29Z,57,COHS0MZY,10120,English,Independent,38,Male,White,United States,United States,United States,English,No,Full-Time
2793,maze-event,63,Daily,NA,PA,Female,Donald Trump,Yes,Yes,2-year college degree,Yes,Independent,631f55697876499cef1a3ebb,6723d7fb4fc89a66bb589104,APPROVED,Not Applicable,2024-10-31T19:18:25Z,2024-10-31T19:24:02Z,2024-11-01T02:30:53Z,2024-10-31T19:24:30Z,338,COHS0MZY,2668,English,Independent,63,Female,Black,United States,United States,United States,English,No,Part-Time
1982,cloze-event,45,NA,NA,WI,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,5e4ab91021c015000c3b74ed,6723c5a1167d45c6a93962ed,APPROVED,Not Applicable,2024-10-31T18:00:08Z,2024-10-31T18:01:39Z,2024-11-01T02:24:31Z,2024-10-31T18:01:41Z,92,COHS0MZY,1265,English,Democrat,45,Female,White,United States,United States,United States,English,No,Part-Time
2938,spr-event,45,Daily,NA,CA,Male,Donald Trump,Yes,Yes,Some college,Yes,Independent,65f8addbb2e24e6a91bf7911,6723ec7af8a75f38d51ec720,APPROVED,Not Applicable,2024-10-31T20:45:46Z,2024-10-31T20:49:10Z,2024-11-01T02:26:23Z,2024-10-31T20:49:48Z,204,COHS0MZY,847,English,Independent,55,Male,White,Japan,United States,United States,English,No,Full-Time
2374,event-cloze,61,Daily,NA,NJ,Female,Kamala Harris,Yes,Yes,High school graduate,Yes,Democrat,5c2fcd716ea6880001dc8e3d,6723cb4b6499c45655f3c20c,APPROVED,Not Applicable,2024-10-31T18:24:16Z,2024-10-31T18:33:26Z,2024-11-01T02:19:26Z,2024-10-31T18:33:27Z,551,COHS0MZY,9053,English,Democrat,61,Female,White,United States,United States,United States,English,No,Full-Time
2313,event-spr,35,Daily,NA,TX,Female,Donald Trump,Yes,Yes,High school graduate,Yes,Republican,66661b49621ea96feaf4f6f3,6723ca5157dc127534ca5ce8,APPROVED,Not Applicable,2024-10-31T18:20:10Z,2024-10-31T18:21:49Z,2024-11-01T02:28:00Z,2024-10-31T18:21:51Z,100,COHS0MZY,470,English,Republican,35,Female,Mixed,United States,United States,United States,English,No,Full-Time
2115,event-spr,52,NA,NA,FL,Male,Donald Trump,Yes,Yes,High school graduate,Yes,Republican,658121a04136c30adcc5c7ad,6723c768a42b44197e23d196,APPROVED,Not Applicable,2024-10-31T18:07:40Z,2024-10-31T18:15:25Z,2024-11-01T02:29:32Z,2024-10-31T18:15:26Z,466,COHS0MZY,910,English,Republican,52,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
2228,event-spr,79,NA,NA,OH,Female,Kamala Harris,Yes,Yes,Some college,Yes,Democrat,649b2106b81f8dcf5d163ee5,6723c92e9d3fcd467e84a9d3,APPROVED,Not Applicable,2024-10-31T18:15:21Z,2024-10-31T18:18:28Z,2024-11-01T02:19:18Z,2024-10-31T18:20:51Z,188,COHS0MZY,2962,English,Democrat,79,Female,White,United States,United States,United States,English,No,Part-Time
1535,event-maze,61,NA,NA,NY,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,671d58f76b149a630fb02af4,6723bb330e916d6d81c419e1,APPROVED,Not Applicable,2024-10-31T17:15:40Z,2024-10-31T17:20:20Z,2024-11-01T02:25:50Z,2024-10-31T17:20:22Z,280,COHS0MZY,19,English,Independent,61,Male,Asian,United States,United States,United States,English,No,DATA_EXPIRED
2809,spr-event,66,Monthly,NA,TX,Male,Kamala Harris,Yes,Yes,Professional degree,Yes,Democrat,663b3cd9b4bc0cf85ca49e2b,6723d91fa19d0dce90745d5f,APPROVED,Not Applicable,2024-10-31T19:23:53Z,2024-10-31T19:29:10Z,2024-11-01T02:25:41Z,2024-10-31T19:29:11Z,317,COHS0MZY,255,English,Democrat,66,Male,Black,Nigeria,United States,United States,English,No,Full-Time
2455,maze-event,22,Daily,NA,NY,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,65a7df7c16fa6566fcd54e4e,6723cc931c617d08a98ded6f,APPROVED,Not Applicable,2024-10-31T18:29:48Z,2024-10-31T18:38:33Z,2024-11-01T02:24:42Z,2024-10-31T18:40:40Z,526,COHS0MZY,315,English,Democrat,22,Male,Mixed,United States,United States,United States,English,No,Full-Time
1451,event-spr,28,NA,NA,TX,Male,I'd rather not say,Yes,Yes,High school graduate,Yes,Democrat,5f3473b0edba9239de777f84,6723b3eb0321898d11f0263c,APPROVED,Not Applicable,2024-10-31T16:44:33Z,2024-10-31T16:49:24Z,2024-11-01T02:29:14Z,2024-10-31T16:49:38Z,292,COHS0MZY,5645,English,Democrat,28,Male,White,United States,United States,United States,English,No,Due to start a new job within the next month
2088,event-spr,68,NA,NA,CT,Male,Kamala Harris,Yes,Yes,Some college,Yes,Independent,607c9f94cc974d4ea1dc22c8,6723c65f08f471f20c587e36,APPROVED,Not Applicable,2024-10-31T18:05:43Z,2024-10-31T18:09:33Z,2024-11-01T02:26:02Z,2024-10-31T18:11:08Z,231,COHS0MZY,3932,English,Independent,68,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2831,cloze-event,56,Daily,NA,MO,Male,Donald Trump,Yes,Yes,High school graduate,Yes,Independent,5f483fcda023e1304ce86119,6723db29f837f6937a7000cf,APPROVED,Not Applicable,2024-10-31T19:32:03Z,2024-10-31T19:35:20Z,2024-11-01T02:26:16Z,2024-10-31T19:35:21Z,198,COHS0MZY,4796,English,Independent,56,Male,White,United States,United States,United States,English,No,Full-Time
1560,cloze-event,61,NA,NA,NA,Male,Kamala Harris,Yes,Yes,2-year college degree,Yes,Independent,65caa48033ea8ce51aad7457,6723bc8f089b34e68da0f950,APPROVED,Not Applicable,2024-10-31T17:21:32Z,2024-10-31T17:23:09Z,2024-11-01T02:25:51Z,2024-10-31T17:23:36Z,97,COHS0MZY,669,English,Independent,61,Male,White,United States,United States,United States,English,No,Full-Time
1639,event-spr,55,NA,NA,PA,Male,Donald Trump,Yes,Yes,High school graduate,Yes,Independent,6624638357b56eb340c8f109,6723bf1fee48e21778f2ce0d,APPROVED,Not Applicable,2024-10-31T17:32:24Z,2024-10-31T17:35:06Z,2024-11-01T02:25:53Z,2024-10-31T17:36:50Z,163,COHS0MZY,1116,English,Independent,55,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2340,event-cloze,66,Daily,NA,NC,Male,Kamala Harris,Yes,Yes,Professional degree,Yes,Democrat,63c3118da7ffa9c9fa88a10e,6723cab7871fd2847a69741c,APPROVED,Not Applicable,2024-10-31T18:21:50Z,2024-10-31T18:24:37Z,2024-11-01T02:31:21Z,2024-10-31T18:24:39Z,168,COHS0MZY,1743,English,Democrat,66,Male,White,United States,United States,United States,English,No,Full-Time
2707,spr-event,55,Daily,NA,FL,Female,Donald Trump,Yes,Yes,High school graduate,Yes,Republican,66c783884389818528f0053c,6723d2b8322f4913d3d4dd3e,APPROVED,Not Applicable,2024-10-31T18:56:41Z,2024-10-31T19:01:41Z,2024-11-01T02:18:17Z,2024-10-31T19:02:43Z,300,COHS0MZY,68,English,Republican,55,Female,White,United States,United States,United States,English,No,Other
2639,maze-event,63,Daily,NA,CA,Female,Donald Trump,Yes,Yes,2-year college degree,Yes,Republican,57a6d7fac6144900014a47e7,6723d07e950ec72a21b9cd00,APPROVED,Not Applicable,2024-10-31T18:46:32Z,2024-10-31T18:50:21Z,2024-11-01T02:18:04Z,2024-10-31T18:51:52Z,230,COHS0MZY,2986,English,Republican,63,Female,White,United States,United States,United States,English,No,Full-Time
1514,spr-event,36,NA,NA,CA,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,59e29e405de9b000017ecebf,6723b75da4fc28443ab48db4,APPROVED,Not Applicable,2024-10-31T17:07:43Z,2024-10-31T17:11:12Z,2024-11-01T02:27:53Z,2024-10-31T17:15:30Z,210,COHS0MZY,7138,"English, Spanish",Republican,36,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
2013,event-spr,33,NA,NA,OH,Female,Donald Trump,Yes,Yes,Some college,Yes,Republican,66a80aec6ae8fedcb9bbf021,6723c5f148fcf680cef9e436,APPROVED,Not Applicable,2024-10-31T18:01:30Z,2024-10-31T18:04:55Z,2024-11-01T02:27:08Z,2024-10-31T18:07:30Z,205,COHS0MZY,147,English,Independent,33,Female,White,United States,United States,United States,English,No,Full-Time
2866,maze-event,59,Daily,NA,FL,Female,Kamala Harris,Yes,Yes,2-year college degree,Yes,Democrat,663d88b7d70cda2f5b4f8daa,6723df352ef012decd172b82,APPROVED,Not Applicable,2024-10-31T19:49:17Z,2024-10-31T19:52:38Z,2024-11-01T02:30:58Z,2024-10-31T19:55:30Z,202,COHS0MZY,240,English,Independent,59,Female,Black,United States,United States,United States,English,No,Full-Time
2460,event-cloze,48,Daily,NA,IA,Male,Kamala Harris,Yes,Yes,2-year college degree,Yes,Republican,665a2495a0c87db18a2693b0,6723ccb6830432e50bb9fa0f,APPROVED,Not Applicable,2024-10-31T18:30:19Z,2024-10-31T18:32:04Z,2024-11-01T02:29:37Z,2024-10-31T18:32:42Z,105,COHS0MZY,713,English,Republican,48,Male,White,United States,United States,United States,English,No,Full-Time
1771,event-cloze,54,NA,NA,NY,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,64da2accd7f18b0adeede7ba,6723c216a4d08becf403c044,APPROVED,Not Applicable,2024-10-31T17:45:00Z,2024-10-31T17:46:20Z,2024-11-01T02:24:21Z,2024-10-31T17:48:11Z,80,COHS0MZY,1860,English,Democrat,54,Female,White,United States,United States,United States,English,No,Full-Time
2775,spr-event,56,Daily,NA,IL,Female,Kamala Harris,Yes,Yes,High school graduate,Yes,Independent,66d0ed2a8e0a2e0d9681aef8,6723d62de654edbc24109e29,APPROVED,Not Applicable,2024-10-31T19:11:11Z,2024-10-31T19:15:32Z,2024-11-01T02:30:50Z,2024-10-31T19:15:32Z,261,COHS0MZY,337,English,Independent,56,Female,White,United States,United States,United States,English,Yes,Full-Time
1470,spr-event,71,NA,NA,OH,Female,Donald Trump,Yes,Yes,Some college,Yes,Republican,5ed9c285b8c16356b385a97f,6723b5dd3c4e3ed632a80109,APPROVED,Not Applicable,2024-10-31T16:53:00Z,2024-10-31T16:55:50Z,2024-11-01T02:17:21Z,2024-10-31T16:55:53Z,171,COHS0MZY,7018,English,Republican,71,Female,White,United States,United States,United States,English,No,Part-Time
2004,spr-event,42,NA,NA,DE,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,597f662f89542d0001517d78,6723c5e0d21e7b80c4e2f458,APPROVED,Not Applicable,2024-10-31T18:01:12Z,2024-10-31T18:02:36Z,2024-11-01T02:21:07Z,2024-10-31T18:02:37Z,85,COHS0MZY,5853,English,Independent,42,Male,White,United States,United States,United States,English,No,Full-Time
2139,event-cloze,19,NA,NA,IN,Female,Kamala Harris,Yes,Yes,Some college,Yes,Democrat,66b538eb84276a7bcdf599ed,6723c7b96d1703839ba6e339,APPROVED,Not Applicable,2024-10-31T18:09:01Z,2024-10-31T18:10:19Z,2024-11-01T02:27:32Z,2024-10-31T18:11:31Z,78,COHS0MZY,116,English,Democrat,19,Female,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
2896,spr-event,24,Daily,NA,AZ,Female,I don't care,Yes,Yes,4-year college degree,Yes,Independent,666a1de4e065fe17f7f50adb,6723e2613228c9619a16b3a0,APPROVED,Not Applicable,2024-10-31T20:02:47Z,2024-10-31T20:04:44Z,2024-11-01T02:29:06Z,2024-10-31T20:05:47Z,117,COHS0MZY,313,English,Independent,24,Female,White,United States,United States,United States,English,No,Part-Time
2350,maze-event,29,Daily,NA,NJ,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,66511b0483dde5b6da54f1c4,6723caeb8c9030f4e978725c,APPROVED,Not Applicable,2024-10-31T18:22:39Z,2024-10-31T18:25:12Z,2024-11-01T02:27:16Z,2024-10-31T18:25:13Z,153,COHS0MZY,518,"English, Spanish",Independent,29,Female,White,United States,United States,United States,English,No,Part-Time
2544,maze-event,58,Daily,NA,GA,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,63e69728da28e991114aad46,6723cdd1a033425774f687c4,APPROVED,Not Applicable,2024-10-31T18:35:43Z,2024-10-31T18:40:09Z,2024-11-01T02:19:40Z,2024-10-31T18:41:06Z,266,NOCODE,654,English,Democrat,58,Female,White,United States,United States,United States,English,No,Part-Time
1561,event-cloze,54,NA,NA,WI,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,5ee00ba7431cdf357dca02ab,6723bca1d1da817dccf02d0a,APPROVED,Not Applicable,2024-10-31T17:21:44Z,2024-10-31T17:23:16Z,2024-11-01T02:22:15Z,2024-10-31T17:23:45Z,92,COHS0MZY,5125,English,Independent,49,Male,White,United States,United States,United States,English,No,Full-Time
2047,event-cloze,64,NA,NA,CO,Male,Donald Trump,Yes,Yes,Some college,Yes,Republican,5e5553e6bcdb1e55a43c78f7,6723c680fd9a0c996c7c1e77,APPROVED,Not Applicable,2024-10-31T18:03:49Z,2024-10-31T18:05:37Z,2024-11-01T02:20:14Z,2024-10-31T18:07:49Z,108,COHS0MZY,4443,English,Republican,64,Male,White,United States,United States,United States,English,No,Part-Time
2667,cloze-event,74,Daily,NA,IN,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,60bc8860d04f4ac80d319a5c,6723d18aec4095b6b7c30102,APPROVED,Not Applicable,2024-10-31T18:51:00Z,2024-10-31T18:52:34Z,2024-11-01T02:31:26Z,2024-10-31T18:52:35Z,95,COHS0MZY,6747,English,Democrat,74,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1403,event-spr,41,NA,NA,PA,Male,Kamala Harris,Yes,Yes,Professional degree,Yes,Democrat,65f8882024afa128919c41d5,6723b019a94f30245590aabc,APPROVED,Not Applicable,2024-10-31T16:28:14Z,2024-10-31T16:30:47Z,2024-11-01T02:23:14Z,2024-10-31T16:30:48Z,153,COHS0MZY,356,English,Democrat,41,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
2117,cloze-event,56,NA,NA,MA,Female,Donald Trump,Yes,Yes,Professional degree,Yes,Republican,66ec67236e5f0ce91e10415a,6723c75a2c496c56eb6a23f4,APPROVED,Not Applicable,2024-10-31T18:07:35Z,2024-10-31T18:09:44Z,2024-11-01T02:17:37Z,2024-10-31T18:11:16Z,130,COHS0MZY,277,English,Republican,56,Female,DATA_EXPIRED,United States,United States,United States,English,Yes,Full-Time
2022,spr-event,36,NA,NA,IN,Male,Kamala Harris,Yes,Yes,Less than high school,Yes,Democrat,66afb72c946eadbf30ce5575,6723c617fcc45933e363da42,APPROVED,Not Applicable,2024-10-31T18:02:03Z,2024-10-31T18:03:30Z,2024-11-01T02:23:49Z,2024-10-31T18:03:31Z,88,COHS0MZY,567,English,Democrat,36,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
2821,cloze-event,62,Daily,NA,GA,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,5be9a0ed8be5630001a7ecc0,6723d9fcd8a2aa748693ef0a,APPROVED,Not Applicable,2024-10-31T19:27:15Z,2024-10-31T19:30:09Z,2024-11-01T02:30:54Z,2024-10-31T19:32:21Z,174,COHS0MZY,1708,English,Independent,62,Female,White,United States,United States,United States,English,No,Full-Time
1505,maze-event,36,NA,NA,TX,Female,Kamala Harris,Yes,Yes,Some college,Yes,Democrat,6154b0b9c638eb2b8b147def,6723b93a07961c5054c007bf,APPROVED,Not Applicable,2024-10-31T17:07:12Z,2024-10-31T17:10:11Z,2024-11-01T02:23:32Z,2024-10-31T17:15:07Z,179,COHS0MZY,933,English,Democrat,36,Female,Black,United States,United States,United States,English,No,Full-Time
2160,event-maze,30,NA,NA,NC,Non-binary,Kamala Harris,Yes,Yes,2-year college degree,Yes,Independent,5ba6a5a87c0ebe000126d650,6723c7f9226b653df4c300cd,APPROVED,Not Applicable,2024-10-31T18:10:11Z,2024-10-31T18:19:03Z,2024-11-01T02:26:47Z,2024-10-31T18:21:26Z,532,COHS0MZY,1024,English,Independent,31,Male,Mixed,United States,United States,United States,English,No,Part-Time
2607,spr-event,73,Daily,NA,IL,Male,Kamala Harris,Yes,Yes,Professional degree,Yes,Democrat,66b654873ec43b76371aadbf,6723cf7525fae6caea5aad40,APPROVED,Not Applicable,2024-10-31T18:42:06Z,2024-10-31T18:46:33Z,2024-11-01T02:31:24Z,2024-10-31T18:47:47Z,267,COHS0MZY,308,English,Democrat,73,Male,Black,United States,United States,United States,English,No,Full-Time
2712,event-maze,61,Daily,NA,ME,Female,Kamala Harris,Yes,Yes,Doctorate,Yes,Democrat,664268009ad967932d60653c,6723d30cd7c504f20018d1ff,APPROVED,Not Applicable,2024-10-31T18:57:23Z,2024-10-31T19:00:28Z,2024-11-01T02:19:52Z,2024-10-31T19:01:18Z,186,COHS0MZY,468,English,Democrat,61,Female,White,United States,United States,United States,English,No,Part-Time
1781,event-cloze,28,NA,NA,OH,Male,Kamala Harris,Yes,Yes,2-year college degree,Yes,Independent,66d61c3a97d5a0cfa40997dd,6723c23dbc9bba005f80120b,APPROVED,Not Applicable,2024-10-31T17:45:39Z,2024-10-31T17:47:01Z,2024-11-01T02:26:34Z,2024-10-31T17:48:29Z,83,COHS0MZY,342,English,Independent,28,Male,White,United States,United States,United States,English,No,Full-Time
2377,event-maze,38,Weekly,NA,FL,Female,Donald Trump,Yes,Yes,2-year college degree,Yes,Republican,66c3578812da7fda730611d2,6723cb4cb0e98c10727a4c61,APPROVED,Not Applicable,2024-10-31T18:24:20Z,2024-10-31T18:29:35Z,2024-11-01T02:28:01Z,2024-10-31T18:30:33Z,315,COHS0MZY,518,English,Republican,38,Female,White,United States,United States,United States,English,No,Part-Time
2236,spr-event,62,NA,NA,FL,Male,Donald Trump,Yes,Yes,Some college,Yes,Republican,659c0d01b8ec64c5b142bdfc,6723c9356d583f0b8647e004,APPROVED,Not Applicable,2024-10-31T18:15:40Z,2024-10-31T18:18:09Z,2024-11-01T02:30:07Z,2024-10-31T18:20:31Z,149,COHS0MZY,729,English,Republican,62,Male,White,United States,United States,United States,English,No,Other
2011,cloze-event,33,NA,NA,NJ,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,5c48d9b3cd853b0001287890,6723c5d80d4234a18075c8c9,APPROVED,Not Applicable,2024-10-31T18:01:33Z,2024-10-31T18:03:01Z,2024-11-01T02:29:27Z,2024-10-31T18:03:03Z,89,COHS0MZY,7101,English,Democrat,33,Male,White,United States,United States,United States,English,Yes,Full-Time
2304,spr-event,46,Daily,NA,DE,Male,Kamala Harris,Yes,Yes,Professional degree,Yes,Democrat,60a1ddf39ea00700d482889e,6723ca3f5d528ed445e21663,APPROVED,Not Applicable,2024-10-31T18:19:49Z,2024-10-31T18:21:49Z,2024-11-01T02:24:13Z,2024-10-31T18:21:51Z,120,COHS0MZY,369,English,Democrat,46,Male,White,United States,United States,United States,English,No,Full-Time
1524,spr-event,36,NA,NA,CA,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,66463c2fcb6f36780b6aa96d,6723baa82fc5f98c3882b4e9,APPROVED,Not Applicable,2024-10-31T17:13:22Z,2024-10-31T17:15:14Z,2024-11-01T02:23:17Z,2024-10-31T17:15:59Z,113,COHS0MZY,436,English,Democrat,36,Male,White,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2741,cloze-event,23,Daily,NA,TX,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Republican,66b526c9be341b402a506770,6723d435fa54afb77f7f189b,APPROVED,Not Applicable,2024-10-31T19:02:16Z,2024-10-31T19:03:36Z,2024-11-01T02:28:19Z,2024-10-31T19:04:18Z,80,COHS0MZY,234,English,Republican,23,Female,White,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2082,cloze-event,50,NA,NA,TX,Male,Kamala Harris,Yes,Yes,Some college,Yes,Independent,661ecd8cc417f5af7913161c,6723c6e55ebad7277ff02d87,APPROVED,Not Applicable,2024-10-31T18:05:30Z,2024-10-31T18:07:30Z,2024-11-01T02:22:27Z,2024-10-31T18:08:20Z,120,COHS0MZY,695,English,Independent,50,Male,White,Germany,United States,United States,English,No,Part-Time
2825,spr-event,56,Daily,NA,NY,Male,Kamala Harris,Yes,No,4-year college degree,Yes,Democrat,6670e05a65d32df6fa3e7560,6723da46a89efaf67ea0f943,APPROVED,Not Applicable,2024-10-31T19:28:13Z,2024-10-31T19:30:57Z,2024-11-01T02:26:15Z,2024-10-31T19:32:33Z,164,COHS0MZY,1189,"English, Spanish",Independent,56,Male,Mixed,United States,United States,United States,Spanish,No,Full-Time
1576,event-spr,39,NA,NA,VA,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,5ed478fa7d20a043b7c3be83,6723bd446cee4b3b4afe9c9f,APPROVED,Not Applicable,2024-10-31T17:24:29Z,2024-10-31T17:26:17Z,2024-11-01T02:27:39Z,2024-10-31T17:26:26Z,109,COHS0MZY,7146,English,Republican,39,Male,White,United States,United States,United States,English,No,Full-Time
1956,maze-event,53,NA,NA,CA,Male,Donald Trump,Yes,Yes,2-year college degree,Yes,Republican,64602202550aa320d8de4330,6723c5516499c45655f3c0b8,APPROVED,Not Applicable,2024-10-31T17:58:45Z,2024-10-31T18:01:32Z,2024-11-01T02:29:31Z,2024-10-31T18:01:33Z,168,COHS0MZY,1050,English,Republican,53,Male,White,United States,United States,United States,English,No,Full-Time
1872,cloze-event,32,NA,NA,CA,Male,Donald Trump,Yes,Yes,Professional degree,Yes,Republican,63d228d74dc841d4559ad87d,6723c42195860eacdca3cf79,APPROVED,Not Applicable,2024-10-31T17:53:42Z,2024-10-31T17:56:04Z,2024-11-01T02:26:37Z,2024-10-31T17:59:15Z,143,COHS0MZY,2605,"Chinese, English",Independent,34,Male,Asian,United States,United States,United States,English,No,Full-Time
2579,cloze-event,51,Daily,NA,SC,Male,Donald Trump,Yes,Yes,2-year college degree,Yes,Republican,6234afc11b0f28d2f618991c,6723cec5aa50df1612e8200a,APPROVED,Not Applicable,2024-10-31T18:39:07Z,2024-10-31T18:40:41Z,2024-11-01T02:29:41Z,2024-10-31T18:41:11Z,94,COHS0MZY,2311,English,Republican,51,Male,White,United States,United States,United States,English,No,Full-Time
2315,spr-event,64,Daily,NA,DC,Female,Kamala Harris,Yes,Yes,Some college,Yes,Independent,5ba5d8b960f3d50001697104,6723ca2eba40a889332c0b7a,APPROVED,Not Applicable,2024-10-31T18:20:12Z,2024-10-31T18:26:15Z,2024-11-01T02:30:37Z,2024-10-31T18:26:25Z,363,COHS0MZY,5107,English,Independent,64,Female,White,United States,United States,United States,English,No,Full-Time
2525,maze-event,27,Daily,NA,PA,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Democrat,6664baefbeb8f55c42a1d2d2,6723cd9cde12f4d7d9f686fa,APPROVED,Not Applicable,2024-10-31T18:34:09Z,2024-10-31T18:37:08Z,2024-11-01T02:20:31Z,2024-10-31T18:37:09Z,179,COHS0MZY,220,English,Independent,27,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2923,event-maze,66,Daily,NA,GA,Female,Donald Trump,Yes,Yes,Some college,Yes,Republican,6674d20dd828915161031f65,6723e736a7e15ee9cec8c995,APPROVED,Not Applicable,2024-10-31T20:23:23Z,2024-10-31T20:27:45Z,2024-11-01T02:18:44Z,2024-10-31T20:27:50Z,263,COHS0MZY,123,English,Republican,66,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
