workerid,condition,response,candidate,probability
2779,maze-event,63,harris,0.6116504854368932
2779,maze-event,0,other,0
2219,event-spr,49,harris,0.5
2219,event-spr,49,trump,0.5
2219,event-spr,0,other,0
2076,spr-event,62,harris,0.6262626262626263
2076,spr-event,37,trump,0.37373737373737376
2076,spr-event,0,other,0
2363,maze-event,23,harris,0.23711340206185566
2363,maze-event,74,trump,0.7628865979381443
2363,maze-event,0,other,0
2851,spr-event,3,harris,0.031578947368421054
2851,spr-event,90,trump,0.9473684210526315
2851,spr-event,2,other,0.021052631578947368
2953,cloze-event,74,harris,0.7474747474747475
2953,cloze-event,25,trump,0.25252525252525254
2953,cloze-event,0,other,0
2471,maze-event,50,harris,0.5
2471,maze-event,50,trump,0.5
2471,maze-event,0,other,0
1981,spr-event,64,trump,0.6530612244897959
1981,spr-event,34,harris,0.3469387755102041
1981,spr-event,0,other,0
1443,event-cloze,59,harris,0.5784313725490197
1443,event-cloze,43,trump,0.4215686274509804
1443,event-cloze,0,other,0
2581,spr-event,90,trump,0.8256880733944955
2581,spr-event,9,harris,0.08256880733944955
2581,spr-event,10,other,0.09174311926605505
2816,event-spr,75,trump,0.7653061224489796
2816,event-spr,23,harris,0.23469387755102042
2816,event-spr,0,other,0
1785,spr-event,50,harris,0.49019607843137253
1785,spr-event,52,trump,0.5098039215686274
1785,spr-event,0,other,0
2421,spr-event,13,harris,0.12380952380952381
2421,spr-event,92,trump,0.8761904761904762
2421,spr-event,0,other,0
1565,cloze-event,50,trump,0.49504950495049505
1565,cloze-event,51,harris,0.504950495049505
1565,cloze-event,0,other,0
2620,cloze-event,0,trump,0
2620,cloze-event,100,harris,1
2620,cloze-event,0,other,0
2658,event-maze,24,trump,0.24
2658,event-maze,76,harris,0.76
2658,event-maze,0,other,0
2108,maze-event,50,trump,0.5
2108,maze-event,50,harris,0.5
2108,maze-event,0,other,0
1698,spr-event,49,harris,0.5051546391752577
1698,spr-event,48,trump,0.4948453608247423
1698,spr-event,0,other,0
2927,cloze-event,89,trump,0.689922480620155
2927,cloze-event,25,harris,0.1937984496124031
2927,cloze-event,15,other,0.11627906976744186
2540,cloze-event,100,harris,0.9615384615384616
2540,cloze-event,2,trump,0.019230769230769232
2540,cloze-event,2,other,0.019230769230769232
1393,event-cloze,19,harris,0.2
1393,event-cloze,76,trump,0.8
1393,event-cloze,0,other,0
2906,spr-event,51,trump,0.3669064748201439
2906,spr-event,85,harris,0.6115107913669064
2906,spr-event,3,other,0.02158273381294964
2405,spr-event,25,trump,0.25
2405,spr-event,75,harris,0.75
2405,spr-event,0,other,0
1624,event-spr,54,harris,0.5510204081632653
1624,event-spr,44,trump,0.4489795918367347
1624,event-spr,0,other,0
2373,event-maze,12,trump,0.10344827586206896
2373,event-maze,100,harris,0.8620689655172413
2373,event-maze,4,other,0.034482758620689655
2724,cloze-event,67,harris,0.6633663366336634
2724,cloze-event,34,trump,0.33663366336633666
2724,cloze-event,0,other,0
2250,event-spr,100,trump,1
2250,event-spr,0,harris,0
2250,event-spr,0,other,0
1949,cloze-event,46,trump,0.46464646464646464
1949,cloze-event,53,harris,0.5353535353535354
1949,cloze-event,0,other,0
1945,cloze-event,50,trump,0.5
1945,cloze-event,50,harris,0.5
1945,cloze-event,0,other,0
1614,event-spr,77,trump,0.7475728155339806
1614,event-spr,25,harris,0.24271844660194175
1614,event-spr,1,other,0.009708737864077669
2837,event-cloze,75,trump,1
2837,event-cloze,0,harris,0
2837,event-cloze,0,other,0
2776,event-cloze,100,harris,0.8130081300813008
2776,event-cloze,0,trump,0
2776,event-cloze,23,other,0.18699186991869918
2056,cloze-event,21,harris,0.21428571428571427
2056,cloze-event,77,trump,0.7857142857142857
2056,cloze-event,0,other,0
2738,event-spr,100,trump,1
2738,event-spr,0,harris,0
2738,event-spr,0,other,0
2451,spr-event,50,harris,0.5102040816326531
2451,spr-event,48,trump,0.4897959183673469
2451,spr-event,0,other,0
2005,cloze-event,39,trump,0.39
2005,cloze-event,61,harris,0.61
2005,cloze-event,0,other,0
1652,spr-event,61,harris,0.5350877192982456
1652,spr-event,53,trump,0.4649122807017544
1652,spr-event,0,other,0
2018,event-cloze,50,trump,0.49504950495049505
2018,event-cloze,51,harris,0.504950495049505
2018,event-cloze,0,other,0
2555,spr-event,90,trump,0.8737864077669902
2555,spr-event,13,harris,0.1262135922330097
2555,spr-event,0,other,0
1991,event-spr,0,harris,0
1991,event-spr,100,trump,1
1991,event-spr,0,other,0
2467,maze-event,50,trump,0.49019607843137253
2467,maze-event,51,harris,0.5
2467,maze-event,1,other,0.00980392156862745
1482,event-spr,57,harris,0.5643564356435643
1482,event-spr,44,trump,0.43564356435643564
1482,event-spr,0,other,0
2731,event-cloze,25,trump,0.25
2731,event-cloze,75,harris,0.75
2731,event-cloze,0,other,0
2582,event-spr,62,harris,0.5
2582,event-spr,62,trump,0.5
2582,event-spr,0,other,0
2195,cloze-event,51,harris,0.5
2195,cloze-event,51,trump,0.5
2195,cloze-event,0,other,0
1851,spr-event,50,trump,0.5050505050505051
1851,spr-event,49,harris,0.494949494949495
1851,spr-event,0,other,0
2843,cloze-event,46,harris,0.46
2843,cloze-event,54,trump,0.54
2843,cloze-event,0,other,0
2465,event-cloze,63,harris,0.63
2465,event-cloze,37,trump,0.37
2465,event-cloze,0,other,0
1472,event-maze,84,trump,0.5153374233128835
1472,event-maze,71,harris,0.43558282208588955
1472,event-maze,8,other,0.049079754601226995
2903,event-cloze,52,harris,0.5306122448979592
2903,event-cloze,45,trump,0.45918367346938777
2903,event-cloze,1,other,0.01020408163265306
2548,maze-event,3,trump,0.029411764705882353
2548,maze-event,99,harris,0.9705882352941176
2548,maze-event,0,other,0
1464,spr-event,0,trump,0
1464,spr-event,100,harris,1
1464,spr-event,0,other,0
2719,event-maze,56,harris,0.5544554455445545
2719,event-maze,45,trump,0.44554455445544555
2719,event-maze,0,other,0
2879,event-cloze,51,harris,0.51
2879,event-cloze,49,trump,0.49
2879,event-cloze,0,other,0
2422,event-spr,42,harris,0.3888888888888889
2422,event-spr,65,trump,0.6018518518518519
2422,event-spr,1,other,0.009259259259259259
2262,event-maze,66,harris,0.6111111111111112
2262,event-maze,39,trump,0.3611111111111111
2262,event-maze,3,other,0.027777777777777776
2181,cloze-event,54,harris,0.5684210526315789
2181,cloze-event,41,trump,0.43157894736842106
2181,cloze-event,0,other,0
2940,event-cloze,63,harris,0.63
2940,event-cloze,37,trump,0.37
2940,event-cloze,0,other,0
2834,spr-event,43,harris,0.43
2834,spr-event,57,trump,0.57
2834,spr-event,0,other,0
2566,event-cloze,51,trump,0.53125
2566,event-cloze,45,harris,0.46875
2566,event-cloze,0,other,0
1705,spr-event,48,trump,0.5052631578947369
1705,spr-event,47,harris,0.49473684210526314
1705,spr-event,0,other,0
1845,event-spr,12,harris,0.11428571428571428
1845,event-spr,93,trump,0.8857142857142857
1845,event-spr,0,other,0
1942,event-maze,91,harris,0.5481927710843374
1942,event-maze,75,trump,0.45180722891566266
1942,event-maze,0,other,0
2407,cloze-event,64,harris,0.5981308411214953
2407,cloze-event,41,trump,0.38317757009345793
2407,cloze-event,2,other,0.018691588785046728
2892,spr-event,40,harris,0.4
2892,spr-event,60,trump,0.6
2892,spr-event,0,other,0
2493,cloze-event,51,harris,0.504950495049505
2493,cloze-event,50,trump,0.49504950495049505
2493,cloze-event,0,other,0
1800,cloze-event,0,trump,0
1800,cloze-event,100,harris,1
1800,cloze-event,0,other,0
2390,cloze-event,53,trump,0.5247524752475248
2390,cloze-event,48,harris,0.4752475247524752
2390,cloze-event,0,other,0
1621,event-cloze,0,trump,0
1621,event-cloze,100,harris,1
1621,event-cloze,0,other,0
2930,cloze-event,100,trump,1
2930,cloze-event,0,harris,0
2930,cloze-event,0,other,0
1745,event-spr,40,trump,0.3883495145631068
1745,event-spr,63,harris,0.6116504854368932
1745,event-spr,0,other,0
1826,cloze-event,13,trump,0.125
1826,cloze-event,91,harris,0.875
1826,cloze-event,0,other,0
2109,maze-event,50,trump,0.5
2109,maze-event,50,harris,0.5
2109,maze-event,0,other,0
2278,event-cloze,36,trump,0.36363636363636365
2278,event-cloze,63,harris,0.6363636363636364
2278,event-cloze,0,other,0
2156,cloze-event,53,trump,0.53
2156,cloze-event,47,harris,0.47
2156,cloze-event,0,other,0
2513,cloze-event,55,harris,0.5555555555555556
2513,cloze-event,44,trump,0.4444444444444444
2513,cloze-event,0,other,0
1528,spr-event,6,trump,0.058823529411764705
1528,spr-event,96,harris,0.9411764705882353
1528,spr-event,0,other,0
1791,spr-event,45,harris,0.44554455445544555
1791,spr-event,56,trump,0.5544554455445545
1791,spr-event,0,other,0
2864,event-spr,46,trump,0.45544554455445546
2864,event-spr,55,harris,0.5445544554455446
2864,event-spr,0,other,0
2323,spr-event,76,trump,0.6031746031746031
2323,spr-event,50,harris,0.3968253968253968
2323,spr-event,0,other,0
1859,event-cloze,100,harris,1
1859,event-cloze,0,trump,0
1859,event-cloze,0,other,0
2640,cloze-event,22,harris,0.1981981981981982
2640,cloze-event,89,trump,0.8018018018018018
2640,cloze-event,0,other,0
2517,event-spr,85,harris,0.5089820359281437
2517,event-spr,81,trump,0.48502994011976047
2517,event-spr,1,other,0.005988023952095809
1731,maze-event,50,harris,0.5
1731,maze-event,50,trump,0.5
1731,maze-event,0,other,0
2861,maze-event,98,harris,0.98
2861,maze-event,2,trump,0.02
2861,maze-event,0,other,0
1874,event-cloze,56,trump,0.5233644859813084
1874,event-cloze,51,harris,0.4766355140186916
1874,event-cloze,0,other,0
2952,spr-event,49,harris,0.494949494949495
2952,spr-event,50,trump,0.5050505050505051
2952,spr-event,0,other,0
1998,maze-event,49,trump,0.5
1998,maze-event,49,harris,0.5
1998,maze-event,0,other,0
2330,cloze-event,49,trump,0.5
2330,cloze-event,49,harris,0.5
2330,cloze-event,0,other,0
1952,spr-event,49,trump,0.5
1952,spr-event,49,harris,0.5
1952,spr-event,0,other,0
1672,spr-event,0,harris,0
1672,spr-event,100,trump,1
1672,spr-event,0,other,0
2871,event-spr,43,harris,0.42574257425742573
2871,event-spr,58,trump,0.5742574257425742
2871,event-spr,0,other,0
1592,spr-event,64,harris,0.6336633663366337
1592,spr-event,37,trump,0.36633663366336633
1592,spr-event,0,other,0
1869,event-spr,45,trump,0.4205607476635514
1869,event-spr,52,harris,0.48598130841121495
1869,event-spr,10,other,0.09345794392523364
2495,cloze-event,75,harris,0.9036144578313253
2495,cloze-event,8,trump,0.0963855421686747
2495,cloze-event,0,other,0
2388,spr-event,56,harris,0.5436893203883495
2388,spr-event,45,trump,0.4368932038834951
2388,spr-event,2,other,0.019417475728155338
2907,cloze-event,50,trump,0.45454545454545453
2907,cloze-event,60,harris,0.5454545454545454
2907,cloze-event,0,other,0
2947,event-spr,100,trump,1
2947,event-spr,0,harris,0
2947,event-spr,0,other,0
2637,event-cloze,49,trump,0.5
2637,event-cloze,49,harris,0.5
2637,event-cloze,0,other,0
2458,spr-event,73,trump,0.8295454545454546
2458,spr-event,15,harris,0.17045454545454544
2458,spr-event,0,other,0
2928,cloze-event,51,harris,0.5
2928,cloze-event,51,trump,0.5
2928,cloze-event,0,other,0
1721,event-maze,70,harris,0.6796116504854369
1721,event-maze,33,trump,0.32038834951456313
1721,event-maze,0,other,0
2623,event-maze,50,harris,0.49019607843137253
2623,event-maze,51,trump,0.5
2623,event-maze,1,other,0.00980392156862745
2305,spr-event,24,harris,0.24
2305,spr-event,76,trump,0.76
2305,spr-event,0,other,0
2229,spr-event,0,harris,0
2229,spr-event,100,trump,1
2229,spr-event,0,other,0
2503,spr-event,49,trump,0.47115384615384615
2503,spr-event,52,harris,0.5
2503,spr-event,3,other,0.028846153846153848
1467,spr-event,45,trump,0.45
1467,spr-event,55,harris,0.55
1467,spr-event,0,other,0
2652,event-cloze,24,trump,0.21428571428571427
2652,event-cloze,75,harris,0.6696428571428571
2652,event-cloze,13,other,0.11607142857142858
2880,cloze-event,49,trump,0.494949494949495
2880,cloze-event,50,harris,0.5050505050505051
2880,cloze-event,0,other,0
1839,event-cloze,63,harris,0.63
1839,event-cloze,37,trump,0.37
1839,event-cloze,0,other,0
2505,event-cloze,100,trump,1
2505,event-cloze,0,harris,0
2505,event-cloze,0,other,0
1780,cloze-event,40,harris,0.34782608695652173
1780,cloze-event,75,trump,0.6521739130434783
1780,cloze-event,0,other,0
2788,cloze-event,51,harris,0.33774834437086093
2788,cloze-event,50,trump,0.33112582781456956
2788,cloze-event,50,other,0.33112582781456956
2365,event-cloze,100,harris,0.9523809523809523
2365,event-cloze,3,trump,0.02857142857142857
2365,event-cloze,2,other,0.01904761904761905
2818,event-spr,29,trump,0.27358490566037735
2818,event-spr,77,harris,0.7264150943396226
2818,event-spr,0,other,0
2792,event-cloze,75,trump,0.75
2792,event-cloze,25,harris,0.25
2792,event-cloze,0,other,0
2561,event-cloze,43,harris,0.44329896907216493
2561,event-cloze,54,trump,0.5567010309278351
2561,event-cloze,0,other,0
2244,cloze-event,50,harris,0.5050505050505051
2244,cloze-event,49,trump,0.494949494949495
2244,cloze-event,0,other,0
2614,spr-event,50,trump,0.5
2614,spr-event,50,harris,0.5
2614,spr-event,0,other,0
2683,event-cloze,25,harris,0.211864406779661
2683,event-cloze,93,trump,0.788135593220339
2683,event-cloze,0,other,0
1500,cloze-event,42,trump,0.44680851063829785
1500,cloze-event,50,harris,0.5319148936170213
1500,cloze-event,2,other,0.02127659574468085
2216,maze-event,45,harris,0.45454545454545453
2216,maze-event,54,trump,0.5454545454545454
2216,maze-event,0,other,0
2798,event-maze,47,trump,0.47
2798,event-maze,53,harris,0.53
2798,event-maze,0,other,0
2691,event-maze,43,harris,0.4215686274509804
2691,event-maze,57,trump,0.5588235294117647
2691,event-maze,2,other,0.0196078431372549
1867,cloze-event,62,harris,0.6019417475728155
1867,cloze-event,41,trump,0.39805825242718446
1867,cloze-event,0,other,0
2169,event-cloze,0,trump,0
2169,event-cloze,100,harris,1
2169,event-cloze,0,other,0
1808,event-cloze,28,trump,0.28865979381443296
1808,event-cloze,69,harris,0.711340206185567
1808,event-cloze,0,other,0
1965,spr-event,49,trump,0.5
1965,spr-event,49,harris,0.5
1965,spr-event,0,other,0
2143,event-cloze,100,trump,0.9803921568627451
2143,event-cloze,1,harris,0.00980392156862745
2143,event-cloze,1,other,0.00980392156862745
1405,event-cloze,48,trump,0.41739130434782606
1405,event-cloze,67,harris,0.5826086956521739
1405,event-cloze,0,other,0
2765,cloze-event,25,trump,0.25252525252525254
2765,cloze-event,74,harris,0.7474747474747475
2765,cloze-event,0,other,0
2083,event-cloze,40,harris,0.40404040404040403
2083,event-cloze,59,trump,0.5959595959595959
2083,event-cloze,0,other,0
1418,event-spr,20,harris,0.17391304347826086
1418,event-spr,94,trump,0.8173913043478261
1418,event-spr,1,other,0.008695652173913044
1766,cloze-event,50,trump,0.5
1766,cloze-event,50,harris,0.5
1766,cloze-event,0,other,0
1996,spr-event,24,trump,0.24
1996,spr-event,76,harris,0.76
1996,spr-event,0,other,0
1526,cloze-event,61,harris,0.6288659793814433
1526,cloze-event,36,trump,0.3711340206185567
1526,cloze-event,0,other,0
2627,cloze-event,55,harris,0.5670103092783505
2627,cloze-event,42,trump,0.4329896907216495
2627,cloze-event,0,other,0
2211,cloze-event,50,harris,0.5
2211,cloze-event,50,trump,0.5
2211,cloze-event,0,other,0
1448,spr-event,100,harris,0.9900990099009901
1448,spr-event,0,trump,0
1448,spr-event,1,other,0.009900990099009901
2857,spr-event,62,harris,0.4189189189189189
2857,spr-event,38,trump,0.25675675675675674
2857,spr-event,48,other,0.32432432432432434
2711,maze-event,100,harris,1
2711,maze-event,0,trump,0
2711,maze-event,0,other,0
2920,event-spr,75,harris,0.7575757575757576
2920,event-spr,24,trump,0.24242424242424243
2920,event-spr,0,other,0
1762,cloze-event,44,trump,0.4489795918367347
1762,cloze-event,54,harris,0.5510204081632653
1762,cloze-event,0,other,0
1875,event-spr,49,harris,0.494949494949495
1875,event-spr,50,trump,0.5050505050505051
1875,event-spr,0,other,0
2654,maze-event,6,harris,0.05128205128205128
2654,maze-event,84,trump,0.717948717948718
2654,maze-event,27,other,0.23076923076923078
2212,spr-event,63,trump,0.6237623762376238
2212,spr-event,36,harris,0.3564356435643564
2212,spr-event,2,other,0.019801980198019802
2844,event-cloze,43,trump,0.42574257425742573
2844,event-cloze,58,harris,0.5742574257425742
2844,event-cloze,0,other,0
2269,spr-event,41,trump,0.40594059405940597
2269,spr-event,60,harris,0.594059405940594
2269,spr-event,0,other,0
1562,spr-event,50,trump,0.5
1562,spr-event,50,harris,0.5
1562,spr-event,0,other,0
1905,event-spr,63,trump,0.6116504854368932
1905,event-spr,40,harris,0.3883495145631068
1905,event-spr,0,other,0
2188,cloze-event,38,harris,0.3619047619047619
2188,cloze-event,64,trump,0.6095238095238096
2188,cloze-event,3,other,0.02857142857142857
2715,spr-event,75,harris,0.75
2715,spr-event,25,trump,0.25
2715,spr-event,0,other,0
2508,spr-event,43,harris,0.42574257425742573
2508,spr-event,58,trump,0.5742574257425742
2508,spr-event,0,other,0
1765,maze-event,37,harris,0.33636363636363636
1765,maze-event,64,trump,0.5818181818181818
1765,maze-event,9,other,0.08181818181818182
2441,spr-event,63,trump,0.6237623762376238
2441,spr-event,38,harris,0.37623762376237624
2441,spr-event,0,other,0
1636,cloze-event,25,trump,0.25
1636,cloze-event,75,harris,0.75
1636,cloze-event,0,other,0
2230,spr-event,50,harris,0.5
2230,spr-event,50,trump,0.5
2230,spr-event,0,other,0
2951,event-cloze,64,harris,0.6808510638297872
2951,event-cloze,30,trump,0.3191489361702128
2951,event-cloze,0,other,0
1903,cloze-event,53,harris,0.5353535353535354
1903,cloze-event,46,trump,0.46464646464646464
1903,cloze-event,0,other,0
2552,event-spr,46,trump,0.4423076923076923
2552,event-spr,55,harris,0.5288461538461539
2552,event-spr,3,other,0.028846153846153848
2527,cloze-event,51,trump,0.5
2527,cloze-event,51,harris,0.5
2527,cloze-event,0,other,0
1939,cloze-event,50,trump,0.5
1939,cloze-event,50,harris,0.5
1939,cloze-event,0,other,0
1494,cloze-event,2,trump,0.019801980198019802
1494,cloze-event,99,harris,0.9801980198019802
1494,cloze-event,0,other,0
2751,spr-event,24,trump,0.24489795918367346
2751,spr-event,74,harris,0.7551020408163265
2751,spr-event,0,other,0
2268,maze-event,26,harris,0.26
2268,maze-event,74,trump,0.74
2268,maze-event,0,other,0
1925,event-cloze,24,trump,0.24242424242424243
1925,event-cloze,75,harris,0.7575757575757576
1925,event-cloze,0,other,0
2258,cloze-event,62,harris,0.6666666666666666
2258,cloze-event,31,trump,0.3333333333333333
2258,cloze-event,0,other,0
2214,cloze-event,73,harris,0.7604166666666666
2214,cloze-event,23,trump,0.23958333333333334
2214,cloze-event,0,other,0
2925,spr-event,84,harris,0.711864406779661
2925,spr-event,34,trump,0.288135593220339
2925,spr-event,0,other,0
1419,event-spr,49,harris,0.48514851485148514
1419,event-spr,50,trump,0.49504950495049505
1419,event-spr,2,other,0.019801980198019802
2142,cloze-event,51,harris,0.5
2142,cloze-event,51,trump,0.5
2142,cloze-event,0,other,0
2860,spr-event,43,trump,0.44329896907216493
2860,spr-event,54,harris,0.5567010309278351
2860,spr-event,0,other,0
2479,maze-event,43,harris,0.43434343434343436
2479,maze-event,56,trump,0.5656565656565656
2479,maze-event,0,other,0
1832,cloze-event,0,trump,0
1832,cloze-event,100,harris,1
1832,cloze-event,0,other,0
2882,event-cloze,1,harris,0.00980392156862745
2882,event-cloze,100,trump,0.9803921568627451
2882,event-cloze,1,other,0.00980392156862745
2352,event-maze,78,trump,0.6046511627906976
2352,event-maze,48,harris,0.37209302325581395
2352,event-maze,3,other,0.023255813953488372
2194,cloze-event,24,trump,0.24489795918367346
2194,cloze-event,74,harris,0.7551020408163265
2194,cloze-event,0,other,0
1940,event-cloze,76,harris,0.7755102040816326
1940,event-cloze,22,trump,0.22448979591836735
1940,event-cloze,0,other,0
1730,spr-event,25,trump,0.3246753246753247
1730,spr-event,52,harris,0.6753246753246753
1730,spr-event,0,other,0
1532,spr-event,49,trump,0.5
1532,spr-event,49,harris,0.5
1532,spr-event,0,other,0
2152,spr-event,100,trump,1
2152,spr-event,0,harris,0
2152,spr-event,0,other,0
2499,cloze-event,40,trump,0.40404040404040403
2499,cloze-event,59,harris,0.5959595959595959
2499,cloze-event,0,other,0
2044,maze-event,0,trump,0
2044,maze-event,100,harris,1
2044,maze-event,0,other,0
2333,cloze-event,92,trump,0.8846153846153846
2333,cloze-event,12,harris,0.11538461538461539
2333,cloze-event,0,other,0
2220,spr-event,49,harris,0.5
2220,spr-event,49,trump,0.5
2220,spr-event,0,other,0
1749,event-maze,52,harris,0.5252525252525253
1749,event-maze,47,trump,0.47474747474747475
1749,event-maze,0,other,0
1696,maze-event,100,trump,1
1696,maze-event,0,harris,0
1696,maze-event,0,other,0
2913,maze-event,15,harris,0.1744186046511628
2913,maze-event,71,trump,0.8255813953488372
2913,maze-event,0,other,0
1489,cloze-event,96,harris,0.9795918367346939
1489,cloze-event,2,trump,0.02040816326530612
1489,cloze-event,0,other,0
2264,spr-event,15,trump,0.15789473684210525
2264,spr-event,80,harris,0.8421052631578947
2264,spr-event,0,other,0
2399,event-spr,50,harris,0.5
2399,event-spr,50,trump,0.5
2399,event-spr,0,other,0
1774,spr-event,61,harris,0.6224489795918368
1774,spr-event,37,trump,0.37755102040816324
1774,spr-event,0,other,0
2116,event-maze,51,trump,0.5
2116,event-maze,51,harris,0.5
2116,event-maze,0,other,0
2138,event-cloze,44,harris,0.43137254901960786
2138,event-cloze,55,trump,0.5392156862745098
2138,event-cloze,3,other,0.029411764705882353
1623,cloze-event,48,harris,0.5
1623,cloze-event,48,trump,0.5
1623,cloze-event,0,other,0
2090,maze-event,38,trump,0.3619047619047619
2090,maze-event,67,harris,0.638095238095238
2090,maze-event,0,other,0
1465,spr-event,0,harris,0
1465,spr-event,100,trump,1
1465,spr-event,0,other,0
2728,maze-event,50,trump,0.47619047619047616
2728,maze-event,55,harris,0.5238095238095238
2728,maze-event,0,other,0
2476,maze-event,44,trump,0.42718446601941745
2476,maze-event,59,harris,0.5728155339805825
2476,maze-event,0,other,0
1423,cloze-event,54,harris,0.5510204081632653
1423,cloze-event,44,trump,0.4489795918367347
1423,cloze-event,0,other,0
2785,maze-event,49,trump,0.494949494949495
2785,maze-event,50,harris,0.5050505050505051
2785,maze-event,0,other,0
1595,cloze-event,51,trump,0.5
1595,cloze-event,51,harris,0.5
1595,cloze-event,0,other,0
1468,event-spr,44,harris,0.43564356435643564
1468,event-spr,57,trump,0.5643564356435643
1468,event-spr,0,other,0
2073,event-cloze,24,trump,0.2376237623762376
2073,event-cloze,75,harris,0.7425742574257426
2073,event-cloze,2,other,0.019801980198019802
1757,event-spr,50,harris,0.5
1757,event-spr,50,trump,0.5
1757,event-spr,0,other,0
2029,spr-event,0,harris,0
2029,spr-event,100,trump,1
2029,spr-event,0,other,0
2102,event-cloze,75,trump,0.7575757575757576
2102,event-cloze,24,harris,0.24242424242424243
2102,event-cloze,0,other,0
2500,maze-event,72,trump,0.75
2500,maze-event,24,harris,0.25
2500,maze-event,0,other,0
2965,event-spr,74,trump,0.7551020408163265
2965,event-spr,24,harris,0.24489795918367346
2965,event-spr,0,other,0
2815,event-cloze,24,harris,0.24242424242424243
2815,event-cloze,75,trump,0.7575757575757576
2815,event-cloze,0,other,0
1493,spr-event,70,harris,0.660377358490566
1493,spr-event,9,trump,0.08490566037735849
1493,spr-event,27,other,0.25471698113207547
1901,spr-event,47,trump,0.47474747474747475
1901,spr-event,52,harris,0.5252525252525253
1901,spr-event,0,other,0
1728,event-spr,55,harris,0.55
1728,event-spr,45,trump,0.45
1728,event-spr,0,other,0
2547,maze-event,23,trump,0.1796875
2547,maze-event,97,harris,0.7578125
2547,maze-event,8,other,0.0625
1582,event-spr,50,trump,0.5
1582,event-spr,50,harris,0.5
1582,event-spr,0,other,0
1430,cloze-event,45,trump,0.45
1430,cloze-event,55,harris,0.55
1430,cloze-event,0,other,0
1534,event-cloze,49,harris,0.4537037037037037
1534,event-cloze,59,trump,0.5462962962962963
1534,event-cloze,0,other,0
2059,event-spr,49,trump,0.494949494949495
2059,event-spr,50,harris,0.5050505050505051
2059,event-spr,0,other,0
1957,cloze-event,40,trump,0.40404040404040403
1957,cloze-event,59,harris,0.5959595959595959
1957,cloze-event,0,other,0
1625,cloze-event,1,trump,0.00980392156862745
1625,cloze-event,100,harris,0.9803921568627451
1625,cloze-event,1,other,0.00980392156862745
2344,event-maze,51,trump,0.5
2344,event-maze,51,harris,0.5
2344,event-maze,0,other,0
2343,event-cloze,0,trump,0
2343,event-cloze,100,harris,1
2343,event-cloze,0,other,0
1549,cloze-event,5,trump,0.044642857142857144
1549,cloze-event,100,harris,0.8928571428571429
1549,cloze-event,7,other,0.0625
1417,spr-event,49,harris,0.392
1417,spr-event,76,trump,0.608
1417,spr-event,0,other,0
1801,spr-event,52,harris,0.5252525252525253
1801,spr-event,47,trump,0.47474747474747475
1801,spr-event,0,other,0
1396,maze-event,51,harris,0.5151515151515151
1396,maze-event,47,trump,0.47474747474747475
1396,maze-event,1,other,0.010101010101010102
1798,event-cloze,25,trump,0.24752475247524752
1798,event-cloze,76,harris,0.7524752475247525
1798,event-cloze,0,other,0
2565,spr-event,74,trump,0.7474747474747475
2565,spr-event,25,harris,0.25252525252525254
2565,spr-event,0,other,0
1789,spr-event,74,harris,0.6016260162601627
1789,spr-event,49,trump,0.3983739837398374
1789,spr-event,0,other,0
2168,event-cloze,100,harris,1
2168,event-cloze,0,trump,0
2168,event-cloze,0,other,0
1907,spr-event,95,harris,0.9693877551020408
1907,spr-event,3,trump,0.030612244897959183
1907,spr-event,0,other,0
2710,cloze-event,93,harris,0.6078431372549019
2710,cloze-event,49,trump,0.3202614379084967
2710,cloze-event,11,other,0.0718954248366013
2129,event-spr,49,trump,0.5
2129,event-spr,49,harris,0.5
2129,event-spr,0,other,0
2632,cloze-event,55,harris,0.5339805825242718
2632,cloze-event,48,trump,0.46601941747572817
2632,cloze-event,0,other,0
1589,spr-event,98,trump,0.98
1589,spr-event,2,harris,0.02
1589,spr-event,0,other,0
1823,cloze-event,25,harris,0.24271844660194175
1823,cloze-event,64,trump,0.6213592233009708
1823,cloze-event,14,other,0.13592233009708737
2149,event-spr,48,harris,0.4897959183673469
2149,event-spr,50,trump,0.5102040816326531
2149,event-spr,0,other,0
2790,maze-event,24,trump,0.22857142857142856
2790,maze-event,76,harris,0.7238095238095238
2790,maze-event,5,other,0.047619047619047616
2749,spr-event,74,harris,0.7628865979381443
2749,spr-event,20,trump,0.20618556701030927
2749,spr-event,3,other,0.030927835051546393
2885,cloze-event,53,harris,0.381294964028777
2885,cloze-event,85,trump,0.6115107913669064
2885,cloze-event,1,other,0.007194244604316547
1806,cloze-event,58,harris,0.5686274509803921
1806,cloze-event,44,trump,0.43137254901960786
1806,cloze-event,0,other,0
2865,cloze-event,44,trump,0.4444444444444444
2865,cloze-event,55,harris,0.5555555555555556
2865,cloze-event,0,other,0
1457,spr-event,49,harris,0.494949494949495
1457,spr-event,50,trump,0.5050505050505051
1457,spr-event,0,other,0
1571,maze-event,88,harris,0.8979591836734694
1571,maze-event,10,trump,0.10204081632653061
1571,maze-event,0,other,0
1573,maze-event,76,trump,0.5984251968503937
1573,maze-event,31,harris,0.2440944881889764
1573,maze-event,20,other,0.15748031496062992
1685,spr-event,74,harris,0.7184466019417476
1685,spr-event,11,trump,0.10679611650485436
1685,spr-event,18,other,0.17475728155339806
2170,spr-event,50,harris,0.49504950495049505
2170,spr-event,51,trump,0.504950495049505
2170,spr-event,0,other,0
2862,spr-event,0,trump,0
