workerid,condition,response,candidate,probability
2551,event-spr,77,trump,0.6015625
2551,event-spr,51,harris,0.3984375
2551,event-spr,0,other,0
2303,spr-event,55,harris,0.5392156862745098
2303,spr-event,47,trump,0.46078431372549017
2303,spr-event,0,other,0
2145,cloze-event,100,harris,1
2145,cloze-event,0,trump,0
2145,cloze-event,0,other,0
1632,cloze-event,0,harris,0
1632,cloze-event,100,trump,0.9900990099009901
1632,cloze-event,1,other,0.009900990099009901
2922,cloze-event,100,trump,0.9615384615384616
2922,cloze-event,3,harris,0.028846153846153848
2922,cloze-event,1,other,0.009615384615384616
2204,spr-event,54,trump,0.5567010309278351
2204,spr-event,43,harris,0.44329896907216493
2204,spr-event,0,other,0
2676,event-cloze,50,harris,0.49504950495049505
2676,event-cloze,51,trump,0.504950495049505
2676,event-cloze,0,other,0
2801,maze-event,37,trump,0.3627450980392157
2801,maze-event,65,harris,0.6372549019607843
2801,maze-event,0,other,0
2321,event-spr,59,harris,0.5784313725490197
2321,event-spr,43,trump,0.4215686274509804
2321,event-spr,0,other,0
1927,maze-event,53,trump,0.53
1927,maze-event,47,harris,0.47
1927,maze-event,0,other,0
2506,cloze-event,9,harris,0.08490566037735849
2506,cloze-event,97,trump,0.9150943396226415
2506,cloze-event,0,other,0
1969,cloze-event,100,harris,1
1969,cloze-event,0,trump,0
1969,cloze-event,0,other,0
2087,event-spr,48,trump,0.46601941747572817
2087,event-spr,49,harris,0.47572815533980584
2087,event-spr,6,other,0.05825242718446602
1425,spr-event,67,trump,0.5775862068965517
1425,spr-event,49,harris,0.4224137931034483
1425,spr-event,0,other,0
2040,event-spr,24,trump,0.24489795918367346
2040,event-spr,74,harris,0.7551020408163265
2040,event-spr,0,other,0
2277,spr-event,23,harris,0.23
2277,spr-event,77,trump,0.77
2277,spr-event,0,other,0
2178,event-cloze,56,harris,0.5436893203883495
2178,event-cloze,47,trump,0.4563106796116505
2178,event-cloze,0,other,0
2515,cloze-event,46,harris,0.46938775510204084
2515,cloze-event,52,trump,0.5306122448979592
2515,cloze-event,0,other,0
1928,event-maze,76,harris,0.7524752475247525
1928,event-maze,25,trump,0.24752475247524752
1928,event-maze,0,other,0
1960,event-spr,75,harris,0.6048387096774194
1960,event-spr,49,trump,0.3951612903225806
1960,event-spr,0,other,0
1920,event-spr,99,harris,1
1920,event-spr,0,trump,0
1920,event-spr,0,other,0
1404,event-cloze,74,trump,0.9487179487179487
1404,event-cloze,4,harris,0.05128205128205128
1404,event-cloze,0,other,0
2634,maze-event,50,trump,0.5
2634,maze-event,50,harris,0.5
2634,maze-event,0,other,0
2041,cloze-event,41,trump,0.41836734693877553
2041,cloze-event,57,harris,0.5816326530612245
2041,cloze-event,0,other,0
2123,maze-event,100,harris,1
2123,maze-event,0,trump,0
2123,maze-event,0,other,0
1924,cloze-event,47,harris,0.4563106796116505
1924,cloze-event,56,trump,0.5436893203883495
1924,cloze-event,0,other,0
2569,event-cloze,51,harris,0.2537313432835821
2569,event-cloze,50,trump,0.24875621890547264
2569,event-cloze,100,other,0.4975124378109453
1893,maze-event,70,harris,0.46357615894039733
1893,maze-event,81,trump,0.5364238410596026
1893,maze-event,0,other,0
2753,event-maze,50,harris,0.5
2753,event-maze,50,trump,0.5
2753,event-maze,0,other,0
2118,maze-event,48,trump,0.42105263157894735
2118,maze-event,66,harris,0.5789473684210527
2118,maze-event,0,other,0
2329,cloze-event,75,harris,0.7575757575757576
2329,cloze-event,24,trump,0.24242424242424243
2329,cloze-event,0,other,0
1794,spr-event,49,harris,0.5
1794,spr-event,49,trump,0.5
1794,spr-event,0,other,0
1886,spr-event,56,harris,0.5185185185185185
1886,spr-event,43,trump,0.39814814814814814
1886,spr-event,9,other,0.08333333333333333
2530,spr-event,76,trump,0.6333333333333333
2530,spr-event,40,harris,0.3333333333333333
2530,spr-event,4,other,0.03333333333333333
2196,event-cloze,0,trump,0
2196,event-cloze,100,harris,1
2196,event-cloze,0,other,0
1479,spr-event,85,harris,0.6910569105691057
1479,spr-event,35,trump,0.2845528455284553
1479,spr-event,3,other,0.024390243902439025
1439,spr-event,35,harris,0.35353535353535354
1439,spr-event,63,trump,0.6363636363636364
1439,spr-event,1,other,0.010101010101010102
2615,cloze-event,59,harris,0.5784313725490197
2615,cloze-event,41,trump,0.4019607843137255
2615,cloze-event,2,other,0.0196078431372549
2949,spr-event,74,trump,0.7474747474747475
2949,spr-event,25,harris,0.25252525252525254
2949,spr-event,0,other,0
2481,spr-event,45,trump,0.45454545454545453
2481,spr-event,54,harris,0.5454545454545454
2481,spr-event,0,other,0
2255,event-spr,44,harris,0.37606837606837606
2255,event-spr,59,trump,0.5042735042735043
2255,event-spr,14,other,0.11965811965811966
2748,maze-event,39,trump,0.3939393939393939
2748,maze-event,60,harris,0.6060606060606061
2748,maze-event,0,other,0
